Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,CR,43,Medium,0.56,Correct,,c,C
zero-shot,CR,45,Medium,0.5,Correct,,c,C
zero-shot,CR,47,Medium,0.68,Correct,,b,B
zero-shot,CR,48,Medium,0.56,Correct,,c,C
zero-shot,RC_Result,3,Medium,0.49,Incorrect,,c,A
zero-shot,RC_Result,8,Challenging,0.72,Incorrect,,c,B
zero-shot,RC_Result,9,Medium,0.82,Incorrect,,a,D
zero-shot,RC_Result,12,Challenging,0.54,Incorrect,,b,C
zero-shot,RC_Result,14,Challenging,0.46,Incorrect,,c,D
zero-shot,RC_Result,23,Medium,1.07,Incorrect,,d,C
zero-shot,RC_Result,26,Medium,0.49,Incorrect,,d,B
zero-shot,RC_Result,30,Medium,0.99,Incorrect,,b,A
zero-shot,RC_Result,31,Medium,0.82,Incorrect,,c,A
zero-shot,RC_Result,31,Medium,2.48,Incorrect,,b,D
zero-shot,RC_Result,32,Medium,0.64,Incorrect,,e,C
zero-shot,RC_Result,33,Medium,0.75,Incorrect,,e,D
zero-shot,RC_Result,40,Medium,1.74,Incorrect,,c,B
zero-shot,RC_Result,42,Medium,0.75,Incorrect,,a,E
zero-shot,RC_Result,44,Medium,0.87,Incorrect,,b,A
zero-shot,RC_Result,46,Medium,2.53,Incorrect,,b,A
zero-shot,CR,3,Medium,0.54,Incorrect,,c,A
zero-shot,CR,8,Challenging,0.6,Incorrect,,c,B
zero-shot,CR,9,Medium,0.58,Incorrect,,a,D
zero-shot,CR,12,Challenging,0.71,Incorrect,,b,C
zero-shot,CR,14,Challenging,0.56,Incorrect,,c,D
zero-shot,CR,17,Medium,1.41,Incorrect,,c,A
zero-shot,CR,23,Medium,0.95,Incorrect,,d,C
zero-shot,CR,26,Medium,0.56,Incorrect,,d,B
zero-shot,CR,30,Medium,0.72,Incorrect,,b,A
zero-shot,CR,31,Medium,0.4,Incorrect,,c,A
zero-shot,CR,31,Medium,0.45,Incorrect,,b,D
zero-shot,CR,32,Medium,0.79,Incorrect,,e,C
zero-shot,CR,33,Medium,0.63,Incorrect,,e,D
zero-shot,CR,40,Medium,0.49,Incorrect,,c,B
zero-shot,CR,42,Medium,0.57,Incorrect,,a,E
zero-shot,CR,44,Medium,0.66,Incorrect,,b,A
zero-shot,CR,46,Medium,0.47,Incorrect,,b,A
five-shot,RC_Result,1,Medium,0.54,Correct,,b,B
five-shot,RC_Result,2,Medium,0.62,Correct,,d,D
five-shot,RC_Result,3,Medium,0.59,Correct,,c,C
five-shot,RC_Result,4,Medium,0.68,Correct,,a,A
five-shot,RC_Result,5,Medium,0.92,Correct,,c,C
five-shot,RC_Result,6,Difficult,1.14,Correct,,b,B
five-shot,RC_Result,7,Challenging,0.55,Correct,,b,B
five-shot,RC_Result,8,Challenging,0.65,Correct,,c,C
five-shot,RC_Result,9,Medium,0.53,Correct,,a,A
five-shot,RC_Result,10,Medium,1.0,Correct,,a,A
five-shot,RC_Result,11,Challenging,0.5,Correct,,c,C
five-shot,RC_Result,13,Challenging,0.72,Correct,,c,C
five-shot,RC_Result,15,Medium,0.52,Correct,,a,A
five-shot,RC_Result,16,Medium,0.7,Correct,,b,B
five-shot,RC_Result,18,Medium,0.66,Correct,,a,A
five-shot,RC_Result,20,Medium,0.86,Correct,,c,C
five-shot,RC_Result,21,Medium,1.38,Correct,,d,D
five-shot,RC_Result,22,Medium,1.02,Correct,,e,E
five-shot,RC_Result,24,Medium,0.49,Correct,,d,D
five-shot,RC_Result,25,Medium,0.59,Correct,,a,A
five-shot,RC_Result,27,Medium,0.98,Correct,,b,B
five-shot,RC_Result,28,Medium,0.68,Correct,,a,A
five-shot,RC_Result,28,Medium,0.78,Correct,,d,D
five-shot,RC_Result,29,Medium,0.61,Correct,,c,C
five-shot,RC_Result,32,Medium,0.75,Correct,,e,E
five-shot,RC_Result,34,Medium,0.67,Correct,,c,C
five-shot,RC_Result,35,Medium,0.76,Correct,,c,C
five-shot,RC_Result,36,Medium,0.95,Correct,,b,B
five-shot,RC_Result,37,Medium,0.97,Correct,,d,D
five-shot,RC_Result,38,Medium,1.36,Correct,,c,C
five-shot,RC_Result,39,Medium,0.56,Correct,,b,B
five-shot,RC_Result,41,Medium,0.84,Correct,,b,B
five-shot,RC_Result,43,Medium,0.79,Correct,,c,C
five-shot,RC_Result,47,Medium,0.69,Correct,,b,B
five-shot,RC_Result,48,Medium,0.84,Correct,,c,C
five-shot,CR,1,Medium,0.54,Correct,,b,B
five-shot,CR,2,Medium,0.72,Correct,,d,D
five-shot,CR,3,Medium,0.55,Correct,,c,C
five-shot,CR,4,Medium,0.6,Correct,,a,A
five-shot,CR,5,Medium,0.58,Correct,,c,C
five-shot,CR,6,Difficult,0.64,Correct,,b,B
five-shot,CR,7,Challenging,0.65,Correct,,b,B
five-shot,CR,8,Challenging,0.66,Correct,,c,C
five-shot,CR,9,Medium,0.86,Correct,,a,A
five-shot,CR,10,Medium,0.71,Correct,,a,A
five-shot,CR,11,Challenging,0.54,Correct,,c,C
five-shot,CR,13,Challenging,0.84,Correct,,c,C
five-shot,CR,15,Medium,0.69,Correct,,a,A
five-shot,CR,16,Medium,0.56,Correct,,b,B
five-shot,CR,18,Medium,0.54,Correct,,a,A
five-shot,CR,20,Medium,0.64,Correct,,c,C
five-shot,CR,21,Medium,0.58,Correct,,d,D
five-shot,CR,22,Medium,0.51,Correct,,e,E
five-shot,CR,24,Medium,0.55,Correct,,d,D
five-shot,CR,25,Medium,0.72,Correct,,a,A
five-shot,CR,26,Medium,0.6,Correct,,d,D
five-shot,CR,27,Medium,0.45,Correct,,b,B
five-shot,CR,28,Medium,0.56,Correct,,a,A
five-shot,CR,28,Medium,0.55,Correct,,d,D
five-shot,CR,29,Medium,0.51,Correct,,c,C
five-shot,CR,32,Medium,0.49,Correct,,e,E
five-shot,CR,34,Medium,0.59,Correct,,c,C
five-shot,CR,35,Medium,0.51,Correct,,c,C
five-shot,CR,36,Medium,0.85,Correct,,b,B
five-shot,CR,37,Medium,0.65,Correct,,d,D
five-shot,CR,38,Medium,0.65,Correct,,c,C
five-shot,CR,39,Medium,0.65,Correct,,b,B
five-shot,CR,41,Medium,0.59,Correct,,b,B
five-shot,CR,43,Medium,0.59,Correct,,c,C
five-shot,CR,47,Medium,0.77,Correct,,b,B
five-shot,CR,48,Medium,1.01,Correct,,c,C
five-shot,RC_Result,12,Challenging,0.79,Incorrect,,b,C
five-shot,RC_Result,14,Challenging,0.53,Incorrect,,c,D
five-shot,RC_Result,17,Medium,1.4,Incorrect,,c,A
five-shot,RC_Result,18,Medium,0.73,Incorrect,,b,A
five-shot,RC_Result,23,Medium,0.67,Incorrect,,d,C
five-shot,RC_Result,26,Medium,0.79,Incorrect,,d,B
five-shot,RC_Result,30,Medium,0.6,Incorrect,,b,A
five-shot,RC_Result,31,Medium,0.54,Incorrect,,c,A
five-shot,RC_Result,31,Medium,0.57,Incorrect,,b,D
five-shot,RC_Result,33,Medium,0.9,Incorrect,,e,D
five-shot,RC_Result,40,Medium,0.61,Incorrect,,c,B
five-shot,RC_Result,42,Medium,1.13,Incorrect,,a,E
five-shot,RC_Result,44,Medium,0.84,Incorrect,,b,A
five-shot,RC_Result,45,Medium,0.7,Incorrect,,c,A
five-shot,RC_Result,46,Medium,0.69,Incorrect,,b,A
five-shot,CR,12,Challenging,0.82,Incorrect,,b,C
five-shot,CR,14,Challenging,0.83,Incorrect,,c,D
five-shot,CR,17,Medium,0.63,Incorrect,,c,A
five-shot,CR,18,Medium,0.54,Incorrect,,b,A
five-shot,CR,23,Medium,0.6,Incorrect,,d,C
five-shot,CR,30,Medium,0.62,Incorrect,,b,A
five-shot,CR,31,Medium,0.98,Incorrect,,c,A
five-shot,CR,31,Medium,0.51,Incorrect,,b,D
five-shot,CR,33,Medium,1.25,Incorrect,,e,D
five-shot,CR,40,Medium,0.71,Incorrect,,c,B
five-shot,CR,42,Medium,0.77,Incorrect,,a,E
five-shot,CR,44,Medium,1.1,Incorrect,,b,A
five-shot,CR,45,Medium,0.71,Incorrect,,c,A
five-shot,CR,46,Medium,0.83,Incorrect,,b,A
chain-of-thought,RC_Result,1,Medium,8.81,Correct,,b,B
chain-of-thought,RC_Result,2,Medium,5.95,Correct,,d,D
chain-of-thought,RC_Result,4,Medium,6.89,Correct,,a,A
chain-of-thought,RC_Result,5,Medium,6.63,Correct,,c,C
chain-of-thought,RC_Result,6,Difficult,8.93,Correct,,b,B
chain-of-thought,RC_Result,7,Challenging,9.89,Correct,,b,B
chain-of-thought,RC_Result,9,Medium,5.82,Correct,,a,A
chain-of-thought,RC_Result,11,Challenging,6.96,Correct,,c,C
chain-of-thought,RC_Result,13,Challenging,5.61,Correct,,c,C
chain-of-thought,RC_Result,16,Medium,6.19,Correct,,b,B
chain-of-thought,RC_Result,18,Medium,9.68,Correct,,a,A
chain-of-thought,RC_Result,20,Medium,9.86,Correct,,c,C
chain-of-thought,RC_Result,22,Medium,6.14,Correct,,e,E
chain-of-thought,RC_Result,26,Medium,4.4,Correct,,d,D
chain-of-thought,RC_Result,27,Medium,6.69,Correct,,b,B
chain-of-thought,RC_Result,28,Medium,6.18,Correct,,a,A
chain-of-thought,RC_Result,28,Medium,7.23,Correct,,d,D
chain-of-thought,RC_Result,29,Medium,4.91,Correct,,c,C
chain-of-thought,RC_Result,32,Medium,5.71,Correct,,e,E
chain-of-thought,RC_Result,35,Medium,6.96,Correct,,c,C
chain-of-thought,RC_Result,36,Medium,17.44,Correct,,b,B
chain-of-thought,RC_Result,37,Medium,6.4,Correct,,d,D
chain-of-thought,RC_Result,38,Medium,5.82,Correct,,c,C
chain-of-thought,RC_Result,40,Medium,6.83,Correct,,c,C
chain-of-thought,RC_Result,41,Medium,5.3,Correct,,b,B
chain-of-thought,RC_Result,42,Medium,6.61,Correct,,a,A
chain-of-thought,RC_Result,43,Medium,6.21,Correct,,c,C
chain-of-thought,RC_Result,47,Medium,9.73,Correct,,b,B
chain-of-thought,RC_Result,48,Medium,6.46,Correct,,c,C
chain-of-thought,CR,1,Medium,5.36,Correct,,b,B
chain-of-thought,CR,4,Medium,6.63,Correct,,a,A
chain-of-thought,CR,5,Medium,4.99,Correct,,c,C
chain-of-thought,CR,6,Difficult,9.09,Correct,,b,B
chain-of-thought,CR,7,Challenging,5.93,Correct,,b,B
chain-of-thought,CR,9,Medium,5.47,Correct,,a,A
chain-of-thought,CR,10,Medium,5.92,Correct,,a,A
chain-of-thought,CR,11,Challenging,7.52,Correct,,c,C
chain-of-thought,CR,13,Challenging,8.48,Correct,,c,C
chain-of-thought,CR,16,Medium,6.87,Correct,,b,B
chain-of-thought,CR,18,Medium,5.48,Correct,,a,A
chain-of-thought,CR,20,Medium,6.57,Correct,,c,C
chain-of-thought,CR,24,Medium,6.87,Correct,,d,D
chain-of-thought,CR,25,Medium,12.45,Correct,,a,A
chain-of-thought,CR,26,Medium,5.52,Correct,,d,D
chain-of-thought,CR,27,Medium,10.35,Correct,,b,B
chain-of-thought,CR,28,Medium,6.29,Correct,,a,A
chain-of-thought,CR,28,Medium,5.68,Correct,,d,D
chain-of-thought,CR,29,Medium,7.41,Correct,,c,C
chain-of-thought,CR,32,Medium,10.57,Correct,,e,E
chain-of-thought,CR,37,Medium,7.14,Correct,,d,D
chain-of-thought,CR,38,Medium,7.82,Correct,,c,C
chain-of-thought,CR,41,Medium,6.14,Correct,,b,B
chain-of-thought,CR,42,Medium,7.41,Correct,,a,A
chain-of-thought,CR,43,Medium,8.5,Correct,,c,C
chain-of-thought,CR,47,Medium,12.38,Correct,,b,B
chain-of-thought,CR,48,Medium,8.09,Correct,,c,C
chain-of-thought,RC_Result,3,Medium,41.63,Incorrect,,c,A
chain-of-thought,RC_Result,8,Challenging,9.04,Incorrect,,c,B
chain-of-thought,RC_Result,10,Medium,4.84,Incorrect,,a,D
chain-of-thought,RC_Result,12,Challenging,9.96,Incorrect,,b,C
chain-of-thought,RC_Result,14,Challenging,5.8,Incorrect,,c,D
chain-of-thought,RC_Result,15,Medium,5.23,Incorrect,,a,E
chain-of-thought,RC_Result,17,Medium,9.03,Incorrect,,c,A
chain-of-thought,RC_Result,18,Medium,5.91,Incorrect,,b,A
chain-of-thought,RC_Result,21,Medium,5.04,Incorrect,,d,B
chain-of-thought,RC_Result,23,Medium,7.8,Incorrect,,d,C
chain-of-thought,RC_Result,24,Medium,6.86,Incorrect,,d,E
chain-of-thought,RC_Result,25,Medium,6.15,Incorrect,,a,B
chain-of-thought,RC_Result,30,Medium,8.09,Incorrect,,b,A
chain-of-thought,RC_Result,31,Medium,7.11,Incorrect,,c,A
chain-of-thought,RC_Result,31,Medium,9.93,Incorrect,,b,D
chain-of-thought,RC_Result,33,Medium,5.5,Incorrect,,e,D
chain-of-thought,RC_Result,34,Medium,6.72,Incorrect,,c,D
chain-of-thought,RC_Result,39,Medium,9.12,Incorrect,,b,E
chain-of-thought,RC_Result,44,Medium,5.19,Incorrect,,b,A
chain-of-thought,RC_Result,45,Medium,9.93,Incorrect,,c,E
chain-of-thought,RC_Result,46,Medium,6.74,Incorrect,,b,A
chain-of-thought,CR,2,Medium,6.07,Incorrect,,d,E
chain-of-thought,CR,3,Medium,16.13,Incorrect,,c,A
chain-of-thought,CR,8,Challenging,7.04,Incorrect,,c,B
chain-of-thought,CR,12,Challenging,5.72,Incorrect,,b,C
chain-of-thought,CR,14,Challenging,6.77,Incorrect,,c,D
chain-of-thought,CR,15,Medium,5.97,Incorrect,,a,E
chain-of-thought,CR,17,Medium,6.65,Incorrect,,c,A
chain-of-thought,CR,18,Medium,6.12,Incorrect,,b,A
chain-of-thought,CR,21,Medium,6.52,Incorrect,,d,B
chain-of-thought,CR,22,Medium,8.49,Incorrect,,e,B
chain-of-thought,CR,23,Medium,6.1,Incorrect,,d,C
chain-of-thought,CR,30,Medium,11.63,Incorrect,,b,A
chain-of-thought,CR,31,Medium,7.86,Incorrect,,c,A
chain-of-thought,CR,31,Medium,7.47,Incorrect,,b,D
chain-of-thought,CR,33,Medium,9.6,Incorrect,,e,D
chain-of-thought,CR,34,Medium,5.95,Incorrect,,c,D
chain-of-thought,CR,35,Medium,7.13,Incorrect,,c,E
chain-of-thought,CR,36,Medium,8.41,Incorrect,,b,C
chain-of-thought,CR,39,Medium,10.78,Incorrect,,b,E
chain-of-thought,CR,40,Medium,6.3,Incorrect,,c,B
chain-of-thought,CR,44,Medium,10.57,Incorrect,,b,A
chain-of-thought,CR,45,Medium,7.24,Incorrect,,c,E
chain-of-thought,CR,46,Medium,7.28,Incorrect,,b,A
