Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,RC_Result,23,Medium,1.18,Incorrect,,d,C
zero-shot,RC_Result,25,Medium,0.41,Incorrect,,a,B
zero-shot,RC_Result,26,Medium,0.38,Incorrect,,d,B
zero-shot,RC_Result,30,Medium,0.4,Incorrect,,b,A
zero-shot,RC_Result,32,Medium,0.95,Incorrect,,e,C
zero-shot,RC_Result,33,Medium,0.52,Incorrect,,e,D
zero-shot,RC_Result,39,Medium,0.67,Incorrect,,b,C
zero-shot,RC_Result,40,Medium,0.49,Incorrect,,c,B
zero-shot,RC_Result,44,Medium,0.51,Incorrect,,b,C
zero-shot,RC_Result,46,Medium,0.75,Incorrect,,b,A
zero-shot,CR,4,Medium,0.3,Incorrect,,a,D
zero-shot,CR,8,Challenging,0.64,Incorrect,,c,B
zero-shot,CR,14,Challenging,0.46,Incorrect,,c,E
zero-shot,CR,15,Medium,0.4,Incorrect,,a,B
zero-shot,CR,17,Medium,0.57,Incorrect,,c,A
zero-shot,CR,23,Medium,0.6,Incorrect,,d,C
zero-shot,CR,26,Medium,0.52,Incorrect,,d,B
zero-shot,CR,30,Medium,0.59,Incorrect,,b,A
zero-shot,CR,32,Medium,0.47,Incorrect,,e,C
zero-shot,CR,33,Medium,0.69,Incorrect,,e,D
zero-shot,CR,34,Medium,0.45,Incorrect,,c,D
zero-shot,CR,35,Medium,0.43,Incorrect,,c,B
zero-shot,CR,37,Medium,0.39,Incorrect,,d,A
zero-shot,CR,39,Medium,0.4,Incorrect,,b,C
zero-shot,CR,40,Medium,0.52,Incorrect,,c,B
zero-shot,CR,43,Medium,0.32,Incorrect,,c,E
zero-shot,CR,44,Medium,0.75,Incorrect,,b,A
zero-shot,CR,45,Medium,0.43,Incorrect,,c,A
zero-shot,CR,46,Medium,0.45,Incorrect,,b,A
five-shot,RC_Result,1,Medium,0.53,Correct,,b,B
five-shot,RC_Result,2,Medium,0.63,Correct,,d,D
five-shot,RC_Result,3,Medium,0.57,Correct,,c,C
five-shot,RC_Result,4,Medium,0.55,Correct,,a,A
five-shot,RC_Result,5,Medium,0.85,Correct,,c,C
five-shot,RC_Result,6,Difficult,0.53,Correct,,b,B
five-shot,RC_Result,8,Challenging,0.73,Correct,,c,C
five-shot,RC_Result,10,Medium,0.58,Correct,,a,A
five-shot,RC_Result,11,Challenging,0.75,Correct,,c,C
five-shot,RC_Result,13,Challenging,0.76,Correct,,c,C
five-shot,RC_Result,15,Medium,0.64,Correct,,a,A
five-shot,RC_Result,16,Medium,0.45,Correct,,b,B
five-shot,RC_Result,18,Medium,1.0,Correct,,a,A
five-shot,RC_Result,20,Medium,0.59,Correct,,c,C
five-shot,RC_Result,21,Medium,0.5,Correct,,d,D
five-shot,RC_Result,22,Medium,0.52,Correct,,e,E
five-shot,RC_Result,24,Medium,0.98,Correct,,d,D
five-shot,RC_Result,25,Medium,1.7,Correct,,a,A
five-shot,RC_Result,26,Medium,0.36,Correct,,d,D
five-shot,RC_Result,27,Medium,0.29,Correct,,b,B
five-shot,RC_Result,28,Medium,0.97,Correct,,a,A
five-shot,RC_Result,28,Medium,0.51,Correct,,d,D
five-shot,RC_Result,29,Medium,0.47,Correct,,c,C
five-shot,RC_Result,31,Medium,0.58,Correct,,b,B
five-shot,RC_Result,32,Medium,0.88,Correct,,e,E
five-shot,RC_Result,34,Medium,0.74,Correct,,c,C
five-shot,RC_Result,35,Medium,0.7,Correct,,c,C
five-shot,RC_Result,36,Medium,0.51,Correct,,b,B
five-shot,RC_Result,37,Medium,0.5,Correct,,d,D
five-shot,RC_Result,38,Medium,0.47,Correct,,c,C
five-shot,RC_Result,39,Medium,0.84,Correct,,b,B
five-shot,RC_Result,41,Medium,0.34,Correct,,b,B
five-shot,RC_Result,43,Medium,0.62,Correct,,c,C
five-shot,RC_Result,47,Medium,0.4,Correct,,b,B
five-shot,RC_Result,48,Medium,0.83,Correct,,c,C
five-shot,CR,1,Medium,0.57,Correct,,b,B
five-shot,CR,2,Medium,0.47,Correct,,d,D
five-shot,CR,3,Medium,0.82,Correct,,c,C
five-shot,CR,5,Medium,0.77,Correct,,c,C
five-shot,CR,6,Difficult,0.54,Correct,,b,B
five-shot,CR,8,Challenging,2.47,Correct,,c,C
five-shot,CR,10,Medium,0.36,Correct,,a,A
five-shot,CR,11,Challenging,0.7,Correct,,c,C
five-shot,CR,13,Challenging,0.67,Correct,,c,C
five-shot,CR,16,Medium,0.41,Correct,,b,B
five-shot,CR,18,Medium,0.4,Correct,,b,B
five-shot,CR,18,Medium,0.52,Correct,,a,A
five-shot,CR,20,Medium,0.94,Correct,,c,C
five-shot,CR,21,Medium,0.61,Correct,,d,D
five-shot,CR,22,Medium,0.52,Correct,,e,E
five-shot,CR,23,Medium,0.61,Correct,,d,D
five-shot,CR,24,Medium,0.85,Correct,,d,D
five-shot,CR,26,Medium,0.6,Correct,,d,D
five-shot,CR,27,Medium,1.49,Correct,,b,B
five-shot,CR,28,Medium,0.56,Correct,,a,A
five-shot,CR,28,Medium,0.41,Correct,,d,D
five-shot,CR,29,Medium,0.89,Correct,,c,C
five-shot,CR,31,Medium,0.6,Correct,,b,B
five-shot,CR,32,Medium,0.53,Correct,,e,E
five-shot,CR,34,Medium,0.86,Correct,,c,C
five-shot,CR,36,Medium,0.62,Correct,,b,B
five-shot,CR,37,Medium,0.46,Correct,,d,D
five-shot,CR,38,Medium,0.43,Correct,,c,C
five-shot,CR,39,Medium,0.85,Correct,,b,B
five-shot,CR,40,Medium,0.42,Correct,,c,C
five-shot,CR,41,Medium,0.39,Correct,,b,B
five-shot,CR,43,Medium,0.49,Correct,,c,C
five-shot,CR,47,Medium,0.5,Correct,,b,B
five-shot,CR,48,Medium,0.48,Correct,,c,C
five-shot,RC_Result,7,Challenging,0.51,Incorrect,,b,C
five-shot,RC_Result,9,Medium,0.41,Incorrect,,a,D
five-shot,RC_Result,12,Challenging,0.81,Incorrect,,b,C
five-shot,RC_Result,14,Challenging,0.43,Incorrect,,c,E
five-shot,RC_Result,17,Medium,0.84,Incorrect,,c,A
five-shot,RC_Result,18,Medium,5.16,Incorrect,,b,A
five-shot,RC_Result,23,Medium,0.41,Incorrect,,d,C
five-shot,RC_Result,30,Medium,0.88,Incorrect,,b,A
five-shot,RC_Result,31,Medium,0.65,Incorrect,,c,A
five-shot,RC_Result,33,Medium,0.57,Incorrect,,e,D
five-shot,RC_Result,40,Medium,0.94,Incorrect,,c,B
five-shot,RC_Result,42,Medium,0.83,Incorrect,,a,E
five-shot,RC_Result,44,Medium,0.93,Incorrect,,b,A
five-shot,RC_Result,45,Medium,0.9,Incorrect,,c,A
five-shot,RC_Result,46,Medium,0.5,Incorrect,,b,A
five-shot,CR,4,Medium,0.46,Incorrect,,a,B
five-shot,CR,7,Challenging,0.41,Incorrect,,b,C
five-shot,CR,9,Medium,0.4,Incorrect,,a,E
five-shot,CR,12,Challenging,0.76,Incorrect,,b,C
five-shot,CR,14,Challenging,0.7,Incorrect,,c,D
five-shot,CR,15,Medium,0.4,Incorrect,,a,B
five-shot,CR,17,Medium,0.64,Incorrect,,c,A
five-shot,CR,25,Medium,0.61,Incorrect,,a,B
five-shot,CR,30,Medium,0.56,Incorrect,,b,A
five-shot,CR,31,Medium,0.52,Incorrect,,c,A
five-shot,CR,33,Medium,0.5,Incorrect,,e,D
five-shot,CR,35,Medium,0.41,Incorrect,,c,D
five-shot,CR,42,Medium,0.4,Incorrect,,a,E
five-shot,CR,44,Medium,0.38,Incorrect,,b,A
five-shot,CR,45,Medium,0.7,Incorrect,,c,A
five-shot,CR,46,Medium,0.87,Incorrect,,b,A
chain-of-thought,RC_Result,1,Medium,2.01,Correct,,b,B
chain-of-thought,RC_Result,2,Medium,1.84,Correct,,d,D
chain-of-thought,RC_Result,5,Medium,6.02,Correct,,c,C
chain-of-thought,RC_Result,7,Challenging,2.29,Correct,,b,B
chain-of-thought,RC_Result,9,Medium,4.5,Correct,,a,A
chain-of-thought,RC_Result,10,Medium,3.51,Correct,,a,A
chain-of-thought,RC_Result,12,Challenging,2.26,Correct,,b,B
chain-of-thought,RC_Result,13,Challenging,1.16,Correct,,c,C
chain-of-thought,RC_Result,15,Medium,6.27,Correct,,a,A
chain-of-thought,RC_Result,16,Medium,3.66,Correct,,b,B
chain-of-thought,RC_Result,20,Medium,6.77,Correct,,c,C
chain-of-thought,RC_Result,26,Medium,5.93,Correct,,d,D
chain-of-thought,RC_Result,27,Medium,2.35,Correct,,b,B
chain-of-thought,RC_Result,28,Medium,1.18,Correct,,a,A
chain-of-thought,RC_Result,28,Medium,6.93,Correct,,d,D
chain-of-thought,RC_Result,29,Medium,1.19,Correct,,c,C
chain-of-thought,RC_Result,31,Medium,1.28,Correct,,c,C
chain-of-thought,RC_Result,32,Medium,1.09,Correct,,e,E
chain-of-thought,RC_Result,34,Medium,1.23,Correct,,c,C
chain-of-thought,RC_Result,37,Medium,5.97,Correct,,d,D
chain-of-thought,RC_Result,38,Medium,3.11,Correct,,c,C
chain-of-thought,RC_Result,41,Medium,3.05,Correct,,b,B
chain-of-thought,RC_Result,42,Medium,7.87,Correct,,a,A
chain-of-thought,RC_Result,47,Medium,1.26,Correct,,b,B
chain-of-thought,RC_Result,48,Medium,6.32,Correct,,c,C
chain-of-thought,CR,1,Medium,5.53,Correct,,b,B
chain-of-thought,CR,2,Medium,2.16,Correct,,d,D
chain-of-thought,CR,3,Medium,2.21,Correct,,c,C
chain-of-thought,CR,5,Medium,0.89,Correct,,c,C
chain-of-thought,CR,6,Difficult,1.06,Correct,,b,B
chain-of-thought,CR,7,Challenging,2.46,Correct,,b,B
chain-of-thought,CR,8,Challenging,2.72,Correct,,c,C
chain-of-thought,CR,11,Challenging,2.46,Correct,,c,C
chain-of-thought,CR,13,Challenging,1.18,Correct,,c,C
chain-of-thought,CR,16,Medium,3.06,Correct,,b,B
chain-of-thought,CR,18,Medium,1.29,Correct,,a,A
chain-of-thought,CR,20,Medium,6.1,Correct,,c,C
chain-of-thought,CR,21,Medium,6.02,Correct,,d,D
chain-of-thought,CR,22,Medium,12.53,Correct,,e,E
chain-of-thought,CR,24,Medium,5.98,Correct,,d,D
chain-of-thought,CR,25,Medium,8.03,Correct,,a,A
chain-of-thought,CR,26,Medium,0.99,Correct,,d,D
chain-of-thought,CR,27,Medium,1.09,Correct,,b,B
chain-of-thought,CR,28,Medium,7.78,Correct,,a,A
chain-of-thought,CR,28,Medium,5.05,Correct,,d,D
chain-of-thought,CR,29,Medium,6.55,Correct,,c,C
chain-of-thought,CR,32,Medium,9.42,Correct,,e,E
chain-of-thought,CR,34,Medium,2.31,Correct,,c,C
chain-of-thought,CR,35,Medium,10.86,Correct,,c,C
chain-of-thought,CR,37,Medium,2.39,Correct,,d,D
chain-of-thought,CR,38,Medium,2.81,Correct,,c,C
chain-of-thought,CR,47,Medium,1.02,Correct,,b,B
chain-of-thought,CR,48,Medium,0.95,Correct,,c,C
chain-of-thought,RC_Result,3,Medium,5.18,Incorrect,,c,A
chain-of-thought,RC_Result,4,Medium,1.42,Incorrect,,a,E
chain-of-thought,RC_Result,6,Difficult,2.29,Incorrect,,b,E
chain-of-thought,RC_Result,8,Challenging,2.02,Incorrect,,c,B
chain-of-thought,RC_Result,11,Challenging,2.17,Incorrect,,c,E
chain-of-thought,RC_Result,14,Challenging,8.1,Incorrect,,c,D
chain-of-thought,RC_Result,17,Medium,1.05,Incorrect,,c,A
chain-of-thought,RC_Result,18,Medium,1.19,Incorrect,,b,A
chain-of-thought,RC_Result,18,Medium,11.17,Incorrect,,a,E
chain-of-thought,RC_Result,21,Medium,8.05,Incorrect,,d,B
chain-of-thought,RC_Result,22,Medium,0.99,Incorrect,,e,A
chain-of-thought,RC_Result,23,Medium,0.96,Incorrect,,d,C
chain-of-thought,RC_Result,24,Medium,6.18,Incorrect,,d,E
chain-of-thought,RC_Result,25,Medium,2.87,Incorrect,,a,B
chain-of-thought,RC_Result,30,Medium,1.22,Incorrect,,b,A
chain-of-thought,RC_Result,31,Medium,13.69,Incorrect,,b,D
chain-of-thought,RC_Result,33,Medium,3.09,Incorrect,,e,D
chain-of-thought,RC_Result,35,Medium,3.29,Incorrect,,c,E
chain-of-thought,RC_Result,36,Medium,1.12,Incorrect,,b,D
chain-of-thought,RC_Result,39,Medium,1.23,Incorrect,,b,C
chain-of-thought,RC_Result,40,Medium,1.17,Incorrect,,c,E
chain-of-thought,RC_Result,43,Medium,1.17,Incorrect,,c,E
chain-of-thought,RC_Result,44,Medium,1.25,Incorrect,,b,A
chain-of-thought,RC_Result,45,Medium,2.79,Incorrect,,c,E
chain-of-thought,RC_Result,46,Medium,10.37,Incorrect,,b,A
chain-of-thought,CR,4,Medium,2.2,Incorrect,,a,E
chain-of-thought,CR,9,Medium,2.58,Incorrect,,a,D
chain-of-thought,CR,10,Medium,7.92,Incorrect,,a,D
chain-of-thought,CR,12,Challenging,2.27,Incorrect,,b,E
chain-of-thought,CR,14,Challenging,6.75,Incorrect,,c,D
chain-of-thought,CR,15,Medium,3.72,Incorrect,,a,B
chain-of-thought,CR,17,Medium,7.4,Incorrect,,c,A
chain-of-thought,CR,18,Medium,0.99,Incorrect,,b,A
chain-of-thought,CR,23,Medium,7.05,Incorrect,,d,C
chain-of-thought,CR,30,Medium,8.91,Incorrect,,b,A
chain-of-thought,CR,31,Medium,9.89,Incorrect,,c,A
chain-of-thought,CR,31,Medium,2.34,Incorrect,,b,D
chain-of-thought,CR,33,Medium,6.57,Incorrect,,e,D
chain-of-thought,CR,36,Medium,8.74,Incorrect,,b,C
chain-of-thought,CR,39,Medium,1.31,Incorrect,,b,A
chain-of-thought,CR,40,Medium,7.29,Incorrect,,c,B
chain-of-thought,CR,41,Medium,2.15,Incorrect,,b,E
chain-of-thought,CR,42,Medium,2.35,Incorrect,,a,E
chain-of-thought,CR,43,Medium,1.05,Incorrect,,c,E
chain-of-thought,CR,44,Medium,1.33,Incorrect,,b,C
chain-of-thought,CR,45,Medium,6.29,Incorrect,,c,E
chain-of-thought,CR,46,Medium,8.77,Incorrect,,b,A
