Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,expression_of_ideas,N/A,Hard,0.65,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,0.5,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,0.59,Correct,,A,A
zero-shot,expression_of_ideas,N/A,Medium,0.65,Correct,,A,A
zero-shot,expression_of_ideas,N/A,Medium,0.84,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,0.53,Correct,,C,C
zero-shot,expression_of_ideas,N/A,Medium,0.98,Correct,,C,C
zero-shot,expression_of_ideas,N/A,Medium,1.16,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,0.69,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,0.95,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,0.5,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,0.59,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,1.83,Correct,,C,C
zero-shot,expression_of_ideas,N/A,Medium,0.58,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,1.17,Correct,,A,A
zero-shot,expression_of_ideas,N/A,Medium,0.83,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,0.68,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,0.57,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,0.54,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.4,Correct,,40,40
zero-shot,algebra,N/A,Easy,1.0,Correct,,C,C
zero-shot,algebra,N/A,Hard,0.74,Correct,,D,D
zero-shot,algebra,N/A,Medium,1.69,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.33,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.47,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.54,Correct,,D,D
zero-shot,algebra,N/A,Easy,0.48,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.83,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.52,Correct,,A,A
zero-shot,algebra,N/A,Hard,0.5,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.44,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.98,Correct,,9,9
zero-shot,algebra,N/A,Medium,0.88,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.87,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.45,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.47,Correct,,C,C
zero-shot,algebra,N/A,Medium,0.38,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.36,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.45,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.73,Correct,,C,C
zero-shot,algebra,N/A,Medium,0.4,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.58,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.5,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.64,Correct,,C,C
zero-shot,algebra,N/A,Medium,0.44,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.94,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.59,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.5,Correct,,C,C
zero-shot,algebra,N/A,Medium,0.95,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.63,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.9,Correct,,C,C
zero-shot,conventions,29,Medium,0.85,Correct,,d,D
zero-shot,conventions,6,Easy,0.88,Correct,,c,C
zero-shot,conventions,28,Medium,0.94,Correct,,a,A
zero-shot,conventions,9,Easy,0.94,Correct,,d,D
zero-shot,conventions,31,Easy,0.87,Correct,,a,A
zero-shot,conventions,34,Easy,0.5,Correct,,a,A
zero-shot,conventions,35,Easy,0.77,Correct,,a,A
zero-shot,conventions,37,Hard,0.77,Correct,,a,A
zero-shot,conventions,38,Hard,0.75,Correct,,d,D
zero-shot,conventions,39,Easy,0.8,Correct,,b,B
zero-shot,conventions,40,Easy,0.94,Correct,,a,A
zero-shot,conventions,41,Easy,0.77,Correct,,b,B
zero-shot,conventions,42,Medium,0.85,Correct,,d,D
zero-shot,conventions,43,Easy,0.71,Correct,,b,B
zero-shot,conventions,44,Easy,0.87,Correct,,b,B
zero-shot,conventions,45,Easy,0.76,Correct,,a,A
zero-shot,conventions,46,Easy,0.94,Correct,,b,B
zero-shot,conventions,47,Hard,0.96,Correct,,d,D
zero-shot,conventions,48,Easy,0.55,Correct,,c,C
zero-shot,conventions,49,Hard,0.83,Correct,,d,D
zero-shot,advanced_math,4,Easy,0.72,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
zero-shot,advanced_math,16,Medium,0.34,Correct,Which of the following is an equivalent form of \((1.5x - 2.4)^2 - (5.2x^2 - 6.4)\)?,C,C
zero-shot,advanced_math,13,Easy,1.0,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
zero-shot,advanced_math,7,Easy,0.48,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
zero-shot,advanced_math,11,Medium,0.76,Correct,Which of the following expressions is equivalent to x² − 5?,C,C
zero-shot,advanced_math,12,Easy,0.7,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
zero-shot,advanced_math,20,Easy,0.75,Correct,Which expression is equivalent to \( 20w - (4w + 3w) \)?,B,B
zero-shot,advanced_math,21,Medium,7.72,Correct,A system of equations consists of a quadratic equation and a linear equation. The equations in this system are graphed in the xy-plane shown in img123.png. How many solutions does this system have?,C,C
zero-shot,advanced_math,30,Easy,0.58,Correct,"The given equation relates the variables r, s, and t. Which equation correctly expresses s in terms of r and t?

6r = 7s + t",D,D
zero-shot,advanced_math,33,Medium,0.36,Correct,"The given equation relates the positive numbers m, n, and p. Which equation correctly gives n in terms of m and p?

7m = 5(n + p)",B,B
zero-shot,advanced_math,38,Medium,0.32,Correct,"What is the solution to the equation below?

(2(x + 1))/(x + 5) = 1 − 1/(x + 5)",B,B
zero-shot,advanced_math,29,Hard,7.72,Correct,"Which ordered pair is a solution to the system of equations below?

x − y = 1
x + y = x² − 3",A,A
zero-shot,advanced_math,37,Medium,1.98,Correct,"What is the product of the solutions to the given equation?

(x − 4)(x + 2)(x − 1) = 0",D,D
zero-shot,advanced_math,42,Medium,1.67,Correct,"A rectangle has a length that is 15 times its width. The function y = (15w)(w) represents this situation, where y is the area, in square feet, of the rectangle and y > 0. Which of the following is the best interpretation of 15w in this context?",A,A
zero-shot,advanced_math,46,Easy,0.94,Correct,"The graph shows the height above ground, in meters, of a ball x seconds after the ball was launched upward from a platform. Which statement is the best interpretation of the marked point (1.0, 4.8) in this context?",A,A
zero-shot,advanced_math,47,Hard,0.64,Correct,"The given function ( f(x) = 9,000(0.66)^x ) models the number of advertisements a company sent to its clients each year, where ( x ) represents the number of years since 1997, and ( 0 leq x leq 5 ). If ( y = f(x) ) is graphed in the xy-plane, which of the following is the best interpretation of the y-intercept of the graph in this context?",D,D
zero-shot,geometry,3,Easy,1.08,Correct,"The side length of a square is 55 centimeters (cm). What is the area, in cm², of the square?",C,C
zero-shot,geometry,10,Medium,1.07,Correct,"A cylinder has a diameter of 8 inches and a height of 12 inches. What is the volume, in cubic inches, of the cylinder?",C,C
zero-shot,geometry,2,Hard,0.68,Correct,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27556
zero-shot,geometry,37,Hard,0.57,Correct,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,C
zero-shot,geometry,41,Medium,1.03,Correct,"Triangle FGH is similar to triangle JKL, where angle F corresponds to angle J and angles G and K are right angles. If sin(F) = 308/317, what is the value of sin(J)?",B,B
zero-shot,geometry,42,Medium,0.93,Correct,"In right triangle RST, the sum of the measures of angle R and angle S is 90 degrees. The value of sin(R) is √15/4. What is the value of cos(S)?",B,B
zero-shot,geometry,15,Medium,0.89,Correct,"A circle has a circumference of 31π centimeters. What is the diameter, in centimeters, of the circle?",31,31
zero-shot,geometry,39,Medium,0.68,Correct,"Triangle ABC is similar to triangle XYZ, such that A, B, and C correspond to X, Y, and Z respectively. The length of each side of triangle XYZ is 2 times the length of its corresponding side in triangle ABC. The measure of side AB is 16. What is the measure of side XY?",D,D
zero-shot,geometry,49,Hard,0.65,Correct,"The perimeter of an equilateral triangle is 624 centimeters. The height of this triangle is k√3 centimeters, where k is a constant. What is the value of k?",104,104
zero-shot,geometry,16,Hard,0.73,Correct,"A manufacturer determined that right cylindrical containers with a height that is 4 inches longer than the radius offer the optimal number of containers to be displayed on a shelf. Which of the following expresses the volume, V, in cubic inches, of such containers, where r is the radius, in inches?",D,D
zero-shot,geometry,7,Medium,0.91,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
zero-shot,geometry,6,Easy,0.7,Correct,"The area of a square is 64 square inches. What is the side length, in inches, of this square?",A,A
zero-shot,geometry,5,Medium,0.68,Correct,"Square X has a side length of 12 centimeters. The perimeter of square Y is 2 times the perimeter of square X. What is the length, in centimeters, of one side of square Y?",D,D
zero-shot,geometry,8,Hard,0.87,Correct,"A cube has an edge length of 68 inches. A solid sphere with a radius of 34 inches is inside the cube, such that the sphere touches the center of each face of the cube. To the nearest cubic inch, what is the volume of the space in the cube not taken up by the sphere?",A,A
zero-shot,reading_comp,N/A,Hard,0.67,Incorrect,,D,C
zero-shot,reading_comp,N/A,Medium,0.62,Incorrect,,A,C
zero-shot,reading_comp,N/A,Hard,1.2,Incorrect,,D,A
zero-shot,expression_of_ideas,N/A,Medium,0.62,Incorrect,,A,D
zero-shot,expression_of_ideas,N/A,Medium,1.55,Incorrect,,C,D
zero-shot,expression_of_ideas,N/A,Medium,0.51,Incorrect,,A,C
zero-shot,expression_of_ideas,N/A,Medium,0.64,Incorrect,,B,A
zero-shot,expression_of_ideas,N/A,Medium,1.2,Incorrect,,D,A
zero-shot,algebra,N/A,Easy,0.69,Incorrect,,A,B
zero-shot,algebra,N/A,Hard,0.74,Incorrect,,D,C
zero-shot,algebra,N/A,Easy,0.48,Incorrect,,21,C
zero-shot,algebra,N/A,Medium,0.71,Incorrect,,B,C
zero-shot,algebra,N/A,Medium,1.18,Incorrect,,2,B
zero-shot,algebra,N/A,Easy,0.76,Incorrect,,1/5,B
zero-shot,algebra,N/A,Easy,0.36,Incorrect,,35,15
zero-shot,algebra,N/A,Hard,1.01,Incorrect,,C,A
zero-shot,algebra,N/A,Hard,0.88,Incorrect,,16/17,D
zero-shot,algebra,N/A,Easy,0.96,Incorrect,,C,A
zero-shot,algebra,N/A,Hard,0.55,Incorrect,,A,D
zero-shot,algebra,N/A,Hard,0.78,Incorrect,,A,D
zero-shot,algebra,N/A,Medium,0.65,Incorrect,,A,C
zero-shot,algebra,N/A,Hard,0.58,Incorrect,,A,B
zero-shot,algebra,N/A,Hard,3.43,Incorrect,,D,C
zero-shot,algebra,N/A,Medium,0.31,Incorrect,,2.6,B
zero-shot,algebra,N/A,Easy,1.02,Incorrect,,The object is moving at a rate of 16 inches per second.,C
zero-shot,algebra,N/A,Medium,0.67,Incorrect,,x: 0 → 39; 1 → 39; 2 → 39,B
zero-shot,algebra,N/A,Medium,0.4,Incorrect,,C,A
zero-shot,algebra,N/A,Medium,0.51,Incorrect,,D,B
zero-shot,algebra,N/A,Medium,0.45,Incorrect,,30,18
zero-shot,algebra,N/A,Medium,0.59,Incorrect,,241,A
zero-shot,algebra,N/A,Medium,0.45,Incorrect,,8,D
zero-shot,algebra,N/A,Medium,0.46,Incorrect,,2,B
zero-shot,algebra,N/A,Medium,0.59,Incorrect,,2.00,B
zero-shot,algebra,N/A,Medium,0.64,Incorrect,,D,A
zero-shot,algebra,N/A,Medium,0.58,Incorrect,,11,C
zero-shot,algebra,N/A,Medium,0.78,Incorrect,,3/17,D
zero-shot,algebra,N/A,Medium,0.44,Incorrect,,33,B
zero-shot,algebra,N/A,Medium,0.39,Incorrect,,-2,3
zero-shot,algebra,N/A,Medium,0.4,Incorrect,,"{'x': -17, 'y': 0}",D
zero-shot,algebra,N/A,Medium,0.61,Incorrect,,5,B
zero-shot,algebra,N/A,Medium,0.64,Incorrect,,"{'choice': 'A', 'value': '−1/3'}",A
zero-shot,algebra,N/A,Medium,0.53,Incorrect,,"['1/2', '0.5']",B
zero-shot,algebra,N/A,Medium,0.73,Incorrect,,D,C
zero-shot,algebra,N/A,Medium,0.76,Incorrect,,B,C
zero-shot,algebra,N/A,Medium,0.54,Incorrect,,74,B
zero-shot,algebra,N/A,Medium,0.67,Incorrect,,A,C
zero-shot,algebra,N/A,Medium,0.61,Incorrect,,3/2,B
zero-shot,algebra,N/A,Medium,0.63,Incorrect,,3/2,C
zero-shot,algebra,N/A,Medium,0.29,Incorrect,,3/2,3
zero-shot,algebra,N/A,Medium,0.68,Incorrect,,3/2,D
zero-shot,algebra,N/A,Medium,1.11,Incorrect,,3/2,B
zero-shot,algebra,N/A,Medium,0.3,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,0.76,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,0.76,Incorrect,,8,D
zero-shot,algebra,N/A,Medium,1.74,Incorrect,,C,A
zero-shot,algebra,N/A,Medium,0.52,Incorrect,,D,C
zero-shot,algebra,N/A,Medium,0.59,Incorrect,,D,B
zero-shot,algebra,N/A,Medium,0.44,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,0.9,Incorrect,,C,B
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,conventions,27,Easy,0.97,Incorrect,,d,A
zero-shot,conventions,17,Hard,0.85,Incorrect,,d,C
zero-shot,conventions,22,Medium,0.39,Incorrect,,d,A
zero-shot,conventions,13,Hard,0.41,Incorrect,,d,A
zero-shot,conventions,26,Medium,0.76,Incorrect,,d,C
zero-shot,conventions,16,Hard,0.42,Incorrect,,b,C
zero-shot,conventions,18,Hard,0.76,Incorrect,,d,A
zero-shot,conventions,23,Easy,0.37,Incorrect,,b,A
zero-shot,conventions,24,Easy,0.96,Incorrect,,b,D
zero-shot,conventions,25,Hard,1.09,Incorrect,,a,C
zero-shot,conventions,19,Hard,0.88,Incorrect,,d,A
zero-shot,conventions,11,Easy,0.91,Incorrect,,d,C
zero-shot,conventions,12,Medium,0.85,Incorrect,,d,A
zero-shot,conventions,30,Medium,0.93,Incorrect,,c,B
zero-shot,conventions,15,Easy,0.65,Incorrect,,d,C
zero-shot,conventions,21,Hard,0.86,Incorrect,,c,D
zero-shot,conventions,32,Hard,0.9,Incorrect,,d,B
zero-shot,conventions,33,Medium,0.64,Incorrect,,d,C
zero-shot,conventions,36,Medium,0.32,Incorrect,,d,B
zero-shot,conventions,50,Easy,0.49,Incorrect,,a,C
zero-shot,advanced_math,9,Medium,0.48,Incorrect,"(2x + 5)² − (x − 2) + 2(x + 3)

Which of the following is equivalent to the expression above?",A,B
zero-shot,advanced_math,17,Hard,7.25,Incorrect,"For what value of x is the given expression \( \sqrt[5]{70n \left( \sqrt[6]{70n} \right)^2} \) equivalent to \((70n)^{30x}\), where \(n > 1\)?",4/225,A
zero-shot,advanced_math,8,Hard,7.84,Incorrect,"(ax + 3)(5x² − bx + 4) = 20x³ − 9x² − 2x + 12

The equation above is true for all x, where a and b are constants. What is the value of ab?",C,A
zero-shot,advanced_math,10,Medium,0.87,Incorrect,Which of the following is equivalent to the expression x⁴ − x² − 6?,B,A
zero-shot,advanced_math,35,Hard,5.75,Incorrect,"In the xy-plane, a line with equation 2y = c for some constant c intersects a parabola at exactly one point. If the parabola has equation y = −2x² + 9x, what is the value of c?",B,C
zero-shot,advanced_math,40,Medium,3.53,Incorrect,"If the ordered pair (x, y) satisfies the system of equations below, what is one possible value of x?

y = x² − 4x + 4
y = 4 − x","['A', 'D']",C
zero-shot,advanced_math,32,Easy,0.39,Incorrect,"The graphs of the given equations in the xy-plane intersect at the point (x, y). What is a possible value of x?

y = 76
y = x^2 - 5",B,A
zero-shot,advanced_math,28,Hard,9.37,Incorrect,"In the xy-plane, a line with equation 2y = 4.5 intersects a parabola at exactly one point. If the parabola has equation y = -4x² + bx, where b is a positive constant, what is the value of b?",C,B
zero-shot,advanced_math,43,Hard,0.41,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,C
zero-shot,advanced_math,44,Hard,0.6,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,advanced_math,45,Hard,0.39,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,geometry,50,Hard,0.76,Incorrect,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?",58 + 58√2,58
zero-shot,geometry,34,Hard,0.76,Incorrect,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,C
zero-shot,geometry,4,Medium,0.7,Incorrect,What is the length of one side of a square that has the same area as a circle with radius 2?,C,B
zero-shot,geometry,18,Hard,0.23,Incorrect,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,432
zero-shot,geometry,40,Easy,0.68,Incorrect,"In triangle XYZ, the measure of angle X is 23° and the measure of angle Y is 66°. What is the measure of angle Z?",C,A
zero-shot,geometry,13,Hard,0.68,Incorrect,"A cube has a volume of 474,552 cubic units. What is the surface area, in square units, of the cube?",36504,1
five-shot,reading_comp,N/A,Hard,0.35,Correct,,D,D
five-shot,reading_comp,N/A,Easy,0.41,Correct,,A,A
five-shot,reading_comp,N/A,Hard,0.45,Correct,,B,B
five-shot,reading_comp,N/A,Medium,0.79,Correct,,A,A
five-shot,reading_comp,N/A,Medium,0.77,Correct,,B,B
five-shot,reading_comp,N/A,Medium,1.12,Correct,,D,D
five-shot,reading_comp,N/A,Medium,0.63,Correct,,A,A
five-shot,reading_comp,N/A,Medium,1.65,Correct,,B,B
five-shot,reading_comp,N/A,Easy,0.62,Correct,,D,D
five-shot,reading_comp,N/A,Medium,0.56,Correct,,C,C
five-shot,reading_comp,N/A,Easy,0.44,Correct,,A,A
five-shot,reading_comp,N/A,Medium,1.0,Correct,,B,B
five-shot,reading_comp,N/A,Hard,1.07,Correct,,C,C
five-shot,reading_comp,N/A,Medium,0.57,Correct,,A,A
five-shot,reading_comp,N/A,Easy,0.35,Correct,,D,D
five-shot,reading_comp,N/A,Hard,0.82,Correct,,D,D
five-shot,reading_comp,N/A,Medium,0.44,Correct,,C,C
five-shot,reading_comp,N/A,Easy,0.68,Correct,,D,D
five-shot,reading_comp,N/A,Hard,0.63,Correct,,C,C
five-shot,reading_comp,N/A,Easy,0.38,Correct,,D,D
five-shot,reading_comp,N/A,Medium,0.79,Correct,,D,D
five-shot,reading_comp,N/A,Hard,0.36,Correct,,D,D
five-shot,reading_comp,N/A,Easy,0.67,Correct,,A,A
