Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,RC_GPT_4o-mini,35,hard,10.42,Incorrect,,d,A
zero-shot,RC_GPT_4o-mini,36,hard,11.96,Incorrect,,d,C
zero-shot,RC_GPT_4o-mini,37,hard,3.13,Incorrect,,c,B
zero-shot,RC_GPT_4o-mini,38,hard,8.86,Incorrect,,b,D
zero-shot,RC_GPT_4o-mini,39,hard,12.04,Incorrect,,d,C
zero-shot,RC_GPT_4o-mini,41,hard,10.22,Incorrect,,d,A
zero-shot,RC_GPT_4o-mini,46,medium,11.31,Incorrect,,e,D
zero-shot,CR_gpt-4o-mini,3,Medium,4.17,Incorrect,,c,A
zero-shot,CR_gpt-4o-mini,8,Challenging,2.76,Incorrect,,c,B
zero-shot,CR_gpt-4o-mini,9,Medium,6.26,Incorrect,,a,D
zero-shot,CR_gpt-4o-mini,12,Challenging,3.87,Incorrect,,b,C
zero-shot,CR_gpt-4o-mini,14,Challenging,15.09,Incorrect,,c,D
zero-shot,CR_gpt-4o-mini,17,Medium,12.0,Incorrect,,c,A
zero-shot,CR_gpt-4o-mini,23,Medium,0.43,Incorrect,,d,C
zero-shot,CR_gpt-4o-mini,26,Medium,6.08,Incorrect,,d,B
zero-shot,CR_gpt-4o-mini,30,Medium,11.47,Incorrect,,b,A
zero-shot,CR_gpt-4o-mini,31,Medium,6.19,Incorrect,,c,A
zero-shot,CR_gpt-4o-mini,31,Medium,1.55,Incorrect,,b,D
zero-shot,CR_gpt-4o-mini,32,Medium,10.68,Incorrect,,e,C
zero-shot,CR_gpt-4o-mini,33,Medium,1.78,Incorrect,,e,D
zero-shot,CR_gpt-4o-mini,39,Medium,2.43,Incorrect,,b,A
zero-shot,CR_gpt-4o-mini,40,Medium,9.53,Incorrect,,c,B
zero-shot,CR_gpt-4o-mini,42,Medium,2.26,Incorrect,,a,E
zero-shot,CR_gpt-4o-mini,44,Medium,2.01,Incorrect,,b,A
zero-shot,CR_gpt-4o-mini,46,Medium,0.75,Incorrect,,b,A
five-shot,RC_GPT_4o-mini,1,challenging,0.63,Correct,,a,A
five-shot,RC_GPT_4o-mini,2,moderate,0.78,Correct,,b,B
five-shot,RC_GPT_4o-mini,4,moderate,0.48,Correct,,d,D
five-shot,RC_GPT_4o-mini,5,moderate,2.6,Correct,,a,A
five-shot,RC_GPT_4o-mini,7,moderate,12.0,Correct,,b,B
five-shot,RC_GPT_4o-mini,8,moderate,12.0,Correct,,d,D
five-shot,RC_GPT_4o-mini,9,moderate,1.93,Correct,,d,D
five-shot,RC_GPT_4o-mini,12,easy,0.73,Correct,,b,B
five-shot,RC_GPT_4o-mini,15,moderate,0.5,Correct,,d,D
five-shot,RC_GPT_4o-mini,16,challenging,10.81,Correct,,a,A
five-shot,RC_GPT_4o-mini,19,moderate,12.0,Correct,,b,B
five-shot,RC_GPT_4o-mini,26,hard,11.75,Correct,,a,A
five-shot,RC_GPT_4o-mini,28,hard,11.38,Correct,,a,A
five-shot,RC_GPT_4o-mini,32,hard,12.1,Correct,,a,A
five-shot,RC_GPT_4o-mini,34,hard,11.43,Correct,,a,A
five-shot,RC_GPT_4o-mini,39,hard,0.59,Correct,,d,D
five-shot,RC_GPT_4o-mini,40,hard,2.8,Correct,,b,B
five-shot,RC_GPT_4o-mini,42,hard,4.5,Correct,,a,A
five-shot,RC_GPT_4o-mini,43,hard,6.05,Correct,,b,B
five-shot,RC_GPT_4o-mini,44,medium,0.48,Correct,,e,E
five-shot,RC_GPT_4o-mini,45,medium,15.08,Correct,,a,A
five-shot,RC_GPT_4o-mini,47,medium,0.56,Correct,,d,D
five-shot,RC_GPT_4o-mini,48,medium,0.63,Correct,,c,C
five-shot,RC_GPT_4o-mini,49,medium,0.58,Correct,,b,B
five-shot,RC_GPT_4o-mini,50,medium,0.66,Correct,,e,E
five-shot,CR_gpt-4o-mini,1,Medium,1.33,Correct,,b,B
five-shot,CR_gpt-4o-mini,2,Medium,10.64,Correct,,d,D
five-shot,CR_gpt-4o-mini,3,Medium,12.52,Correct,,c,C
five-shot,CR_gpt-4o-mini,4,Medium,0.47,Correct,,a,A
five-shot,CR_gpt-4o-mini,5,Medium,1.91,Correct,,c,C
five-shot,CR_gpt-4o-mini,6,Difficult,1.8,Correct,,b,B
five-shot,CR_gpt-4o-mini,7,Challenging,1.64,Correct,,b,B
five-shot,CR_gpt-4o-mini,8,Challenging,11.99,Correct,,c,C
five-shot,CR_gpt-4o-mini,9,Medium,0.56,Correct,,a,A
five-shot,CR_gpt-4o-mini,10,Medium,11.43,Correct,,a,A
five-shot,CR_gpt-4o-mini,11,Challenging,12.01,Correct,,c,C
five-shot,CR_gpt-4o-mini,13,Challenging,0.58,Correct,,c,C
five-shot,CR_gpt-4o-mini,15,Medium,2.57,Correct,,a,A
five-shot,CR_gpt-4o-mini,16,Medium,9.44,Correct,,b,B
five-shot,CR_gpt-4o-mini,18,Medium,0.58,Correct,,a,A
five-shot,CR_gpt-4o-mini,20,Medium,0.51,Correct,,c,C
five-shot,CR_gpt-4o-mini,21,Medium,0.74,Correct,,d,D
five-shot,CR_gpt-4o-mini,22,Medium,2.8,Correct,,e,E
five-shot,CR_gpt-4o-mini,24,Medium,2.39,Correct,,d,D
five-shot,CR_gpt-4o-mini,25,Medium,1.35,Correct,,a,A
five-shot,CR_gpt-4o-mini,26,Medium,0.49,Correct,,d,D
five-shot,CR_gpt-4o-mini,27,Medium,8.02,Correct,,b,B
five-shot,CR_gpt-4o-mini,28,Medium,0.5,Correct,,a,A
five-shot,CR_gpt-4o-mini,28,Medium,11.56,Correct,,d,D
five-shot,CR_gpt-4o-mini,29,Medium,0.49,Correct,,c,C
five-shot,CR_gpt-4o-mini,32,Medium,5.97,Correct,,e,E
five-shot,CR_gpt-4o-mini,34,Medium,13.49,Correct,,c,C
five-shot,CR_gpt-4o-mini,35,Medium,3.17,Correct,,c,C
five-shot,CR_gpt-4o-mini,36,Medium,1.6,Correct,,b,B
five-shot,CR_gpt-4o-mini,37,Medium,1.44,Correct,,d,D
five-shot,CR_gpt-4o-mini,38,Medium,6.35,Correct,,c,C
five-shot,CR_gpt-4o-mini,41,Medium,2.46,Correct,,b,B
five-shot,CR_gpt-4o-mini,43,Medium,0.49,Correct,,c,C
five-shot,CR_gpt-4o-mini,47,Medium,0.51,Correct,,b,B
five-shot,CR_gpt-4o-mini,48,Medium,10.81,Correct,,c,C
five-shot,RC_GPT_4o-mini,3,moderate,6.0,Incorrect,,d,A
five-shot,RC_GPT_4o-mini,6,easy,3.39,Incorrect,,b,C
five-shot,RC_GPT_4o-mini,10,easy,10.25,Incorrect,,e,C
five-shot,RC_GPT_4o-mini,11,easy,1.46,Incorrect,,a,C
five-shot,RC_GPT_4o-mini,13,challenging,5.98,Incorrect,,e,D
five-shot,RC_GPT_4o-mini,14,moderate,0.74,Incorrect,,e,A
five-shot,RC_GPT_4o-mini,17,challenging,2.72,Incorrect,,b,C
five-shot,RC_GPT_4o-mini,18,moderate,9.24,Incorrect,,d,A
five-shot,RC_GPT_4o-mini,20,hard,3.07,Incorrect,,b,D
five-shot,RC_GPT_4o-mini,21,hard,6.02,Incorrect,,a,C
five-shot,RC_GPT_4o-mini,22,hard,11.98,Incorrect,,c,D
five-shot,RC_GPT_4o-mini,23,hard,12.03,Incorrect,,b,C
five-shot,RC_GPT_4o-mini,24,hard,0.52,Incorrect,,c,D
five-shot,RC_GPT_4o-mini,25,hard,11.71,Incorrect,,e,A
five-shot,RC_GPT_4o-mini,27,hard,0.7,Incorrect,,b,E
five-shot,RC_GPT_4o-mini,29,hard,6.54,Incorrect,,d,E
five-shot,RC_GPT_4o-mini,30,hard,1.8,Incorrect,,d,C
five-shot,RC_GPT_4o-mini,31,hard,9.87,Incorrect,,e,D
five-shot,RC_GPT_4o-mini,33,hard,0.84,Incorrect,,c,D
five-shot,RC_GPT_4o-mini,35,hard,11.67,Incorrect,,d,C
five-shot,RC_GPT_4o-mini,36,hard,12.03,Incorrect,,d,C
five-shot,RC_GPT_4o-mini,37,hard,0.66,Incorrect,,c,A
five-shot,RC_GPT_4o-mini,38,hard,2.7,Incorrect,,b,D
five-shot,RC_GPT_4o-mini,41,hard,1.41,Incorrect,,d,A
five-shot,RC_GPT_4o-mini,46,medium,1.96,Incorrect,,e,A
five-shot,CR_gpt-4o-mini,12,Challenging,1.14,Incorrect,,b,C
five-shot,CR_gpt-4o-mini,14,Challenging,10.27,Incorrect,,c,D
five-shot,CR_gpt-4o-mini,17,Medium,0.49,Incorrect,,c,A
five-shot,CR_gpt-4o-mini,18,Medium,11.57,Incorrect,,b,A
five-shot,CR_gpt-4o-mini,23,Medium,1.61,Incorrect,,d,C
five-shot,CR_gpt-4o-mini,30,Medium,1.36,Incorrect,,b,A
five-shot,CR_gpt-4o-mini,31,Medium,2.57,Incorrect,,c,A
five-shot,CR_gpt-4o-mini,31,Medium,0.71,Incorrect,,b,D
five-shot,CR_gpt-4o-mini,33,Medium,12.0,Incorrect,,e,D
five-shot,CR_gpt-4o-mini,39,Medium,1.38,Incorrect,,b,E
five-shot,CR_gpt-4o-mini,40,Medium,8.85,Incorrect,,c,B
five-shot,CR_gpt-4o-mini,42,Medium,2.31,Incorrect,,a,E
five-shot,CR_gpt-4o-mini,44,Medium,0.62,Incorrect,,b,A
five-shot,CR_gpt-4o-mini,45,Medium,2.76,Incorrect,,c,A
five-shot,CR_gpt-4o-mini,46,Medium,0.68,Incorrect,,b,A
chain-of-thought,RC_GPT_4o-mini,1,challenging,6.23,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,2,moderate,11.76,Correct,,b,B
chain-of-thought,RC_GPT_4o-mini,4,moderate,9.1,Correct,,d,D
chain-of-thought,RC_GPT_4o-mini,5,moderate,10.87,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,7,moderate,9.04,Correct,,b,B
chain-of-thought,RC_GPT_4o-mini,8,moderate,8.47,Correct,,d,D
chain-of-thought,RC_GPT_4o-mini,9,moderate,4.41,Correct,,d,D
chain-of-thought,RC_GPT_4o-mini,12,easy,8.59,Correct,,b,B
chain-of-thought,RC_GPT_4o-mini,16,challenging,8.1,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,25,hard,6.98,Correct,,e,E
chain-of-thought,RC_GPT_4o-mini,26,hard,11.99,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,28,hard,8.69,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,32,hard,11.58,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,33,hard,8.79,Correct,,c,C
chain-of-thought,RC_GPT_4o-mini,34,hard,11.32,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,39,hard,3.64,Correct,,d,D
chain-of-thought,RC_GPT_4o-mini,40,hard,5.31,Correct,,b,B
chain-of-thought,RC_GPT_4o-mini,42,hard,12.24,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,43,hard,8.67,Correct,,b,B
chain-of-thought,RC_GPT_4o-mini,44,medium,8.86,Correct,,e,E
chain-of-thought,RC_GPT_4o-mini,45,medium,10.58,Correct,,a,A
chain-of-thought,RC_GPT_4o-mini,47,medium,9.28,Correct,,d,D
chain-of-thought,RC_GPT_4o-mini,48,medium,11.68,Correct,,c,C
chain-of-thought,RC_GPT_4o-mini,49,medium,9.29,Correct,,b,B
chain-of-thought,RC_GPT_4o-mini,50,medium,11.58,Correct,,e,E
chain-of-thought,CR_gpt-4o-mini,1,Medium,6.1,Correct,,b,B
chain-of-thought,CR_gpt-4o-mini,2,Medium,6.92,Correct,,d,D
chain-of-thought,CR_gpt-4o-mini,4,Medium,7.01,Correct,,a,A
chain-of-thought,CR_gpt-4o-mini,5,Medium,6.15,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,6,Difficult,6.76,Correct,,b,B
chain-of-thought,CR_gpt-4o-mini,7,Challenging,3.7,Correct,,b,B
chain-of-thought,CR_gpt-4o-mini,9,Medium,6.66,Correct,,a,A
chain-of-thought,CR_gpt-4o-mini,10,Medium,6.98,Correct,,a,A
chain-of-thought,CR_gpt-4o-mini,11,Challenging,6.03,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,13,Challenging,13.39,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,16,Medium,6.45,Correct,,b,B
chain-of-thought,CR_gpt-4o-mini,18,Medium,6.66,Correct,,a,A
chain-of-thought,CR_gpt-4o-mini,20,Medium,5.96,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,22,Medium,7.37,Correct,,e,E
chain-of-thought,CR_gpt-4o-mini,24,Medium,6.86,Correct,,d,D
chain-of-thought,CR_gpt-4o-mini,26,Medium,10.77,Correct,,d,D
chain-of-thought,CR_gpt-4o-mini,27,Medium,6.49,Correct,,b,B
chain-of-thought,CR_gpt-4o-mini,28,Medium,6.23,Correct,,a,A
chain-of-thought,CR_gpt-4o-mini,28,Medium,8.14,Correct,,d,D
chain-of-thought,CR_gpt-4o-mini,29,Medium,6.81,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,31,Medium,6.24,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,32,Medium,7.81,Correct,,e,E
chain-of-thought,CR_gpt-4o-mini,35,Medium,7.85,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,37,Medium,5.11,Correct,,d,D
chain-of-thought,CR_gpt-4o-mini,38,Medium,6.78,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,41,Medium,3.71,Correct,,b,B
chain-of-thought,CR_gpt-4o-mini,42,Medium,15.3,Correct,,a,A
chain-of-thought,CR_gpt-4o-mini,43,Medium,14.92,Correct,,c,C
chain-of-thought,CR_gpt-4o-mini,47,Medium,6.87,Correct,,b,B
chain-of-thought,CR_gpt-4o-mini,48,Medium,5.02,Correct,,c,C
chain-of-thought,RC_GPT_4o-mini,3,moderate,16.27,Incorrect,,d,A
chain-of-thought,RC_GPT_4o-mini,6,easy,11.45,Incorrect,,b,C
chain-of-thought,RC_GPT_4o-mini,10,easy,8.56,Incorrect,,e,C
chain-of-thought,RC_GPT_4o-mini,11,easy,4.94,Incorrect,,a,C
chain-of-thought,RC_GPT_4o-mini,13,challenging,6.65,Incorrect,,e,D
chain-of-thought,RC_GPT_4o-mini,14,moderate,6.23,Incorrect,,e,B
chain-of-thought,RC_GPT_4o-mini,15,moderate,4.82,Incorrect,,d,B
chain-of-thought,RC_GPT_4o-mini,17,challenging,6.68,Incorrect,,b,C
chain-of-thought,RC_GPT_4o-mini,18,moderate,7.92,Incorrect,,d,A
chain-of-thought,RC_GPT_4o-mini,19,moderate,7.2,Incorrect,,b,A
chain-of-thought,RC_GPT_4o-mini,20,hard,4.97,Incorrect,,b,D
chain-of-thought,RC_GPT_4o-mini,21,hard,4.31,Incorrect,,a,C
chain-of-thought,RC_GPT_4o-mini,22,hard,6.02,Incorrect,,c,D
chain-of-thought,RC_GPT_4o-mini,23,hard,8.08,Incorrect,,b,E
chain-of-thought,RC_GPT_4o-mini,24,hard,5.45,Incorrect,,c,D
chain-of-thought,RC_GPT_4o-mini,27,hard,4.55,Incorrect,,b,E
chain-of-thought,RC_GPT_4o-mini,29,hard,11.59,Incorrect,,d,E
chain-of-thought,RC_GPT_4o-mini,30,hard,10.99,Incorrect,,d,B
chain-of-thought,RC_GPT_4o-mini,31,hard,12.93,Incorrect,,e,D
chain-of-thought,RC_GPT_4o-mini,35,hard,3.03,Incorrect,,d,A
chain-of-thought,RC_GPT_4o-mini,36,hard,7.86,Incorrect,,d,C
chain-of-thought,RC_GPT_4o-mini,37,hard,9.62,Incorrect,,c,B
chain-of-thought,RC_GPT_4o-mini,38,hard,12.51,Incorrect,,b,D
chain-of-thought,RC_GPT_4o-mini,41,hard,17.44,Incorrect,,d,A
chain-of-thought,RC_GPT_4o-mini,46,medium,25.23,Incorrect,,e,A
chain-of-thought,CR_gpt-4o-mini,3,Medium,4.15,Incorrect,,c,A
chain-of-thought,CR_gpt-4o-mini,8,Challenging,6.75,Incorrect,,c,B
chain-of-thought,CR_gpt-4o-mini,12,Challenging,7.06,Incorrect,,b,C
chain-of-thought,CR_gpt-4o-mini,14,Challenging,7.93,Incorrect,,c,D
chain-of-thought,CR_gpt-4o-mini,15,Medium,8.02,Incorrect,,a,D
chain-of-thought,CR_gpt-4o-mini,17,Medium,12.99,Incorrect,,c,A
chain-of-thought,CR_gpt-4o-mini,18,Medium,8.06,Incorrect,,b,A
chain-of-thought,CR_gpt-4o-mini,21,Medium,8.07,Incorrect,,d,B
chain-of-thought,CR_gpt-4o-mini,23,Medium,2.9,Incorrect,,d,C
chain-of-thought,CR_gpt-4o-mini,25,Medium,12.8,Incorrect,,a,C
chain-of-thought,CR_gpt-4o-mini,30,Medium,5.15,Incorrect,,b,A
chain-of-thought,CR_gpt-4o-mini,31,Medium,9.31,Incorrect,,b,D
chain-of-thought,CR_gpt-4o-mini,33,Medium,5.36,Incorrect,,e,D
chain-of-thought,CR_gpt-4o-mini,34,Medium,8.71,Incorrect,,c,D
chain-of-thought,CR_gpt-4o-mini,36,Medium,6.37,Incorrect,,b,C
chain-of-thought,CR_gpt-4o-mini,39,Medium,8.09,Incorrect,,b,E
chain-of-thought,CR_gpt-4o-mini,40,Medium,4.96,Incorrect,,c,B
chain-of-thought,CR_gpt-4o-mini,44,Medium,14.14,Incorrect,,b,A
chain-of-thought,CR_gpt-4o-mini,45,Medium,7.24,Incorrect,,c,A
chain-of-thought,CR_gpt-4o-mini,46,Medium,11.11,Incorrect,,b,A
