Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,RC_Result,12,Challenging,5.98,Incorrect,,b,C
zero-shot,RC_Result,14,Challenging,22.16,Incorrect,,c,D
zero-shot,RC_Result,18,Medium,23.1,Incorrect,,b,A
zero-shot,RC_Result,21,Medium,23.6,Incorrect,,d,C
zero-shot,RC_Result,23,Medium,1.5,Incorrect,,d,C
zero-shot,RC_Result,24,Medium,0.14,Incorrect,,d,C
zero-shot,RC_Result,25,Medium,0.93,Incorrect,,a,C
zero-shot,RC_Result,26,Medium,22.54,Incorrect,,d,C
zero-shot,RC_Result,27,Medium,0.13,Incorrect,,b,C
zero-shot,RC_Result,28,Medium,0.13,Incorrect,,a,C
zero-shot,RC_Result,28,Medium,0.13,Incorrect,,d,C
zero-shot,RC_Result,30,Medium,0.13,Incorrect,,b,C
zero-shot,RC_Result,31,Medium,1.81,Incorrect,,b,D
zero-shot,RC_Result,32,Medium,20.55,Incorrect,,e,C
zero-shot,RC_Result,33,Medium,5.95,Incorrect,,e,D
zero-shot,RC_Result,36,Medium,0.95,Incorrect,,b,C
zero-shot,RC_Result,39,Medium,20.01,Incorrect,,b,A
zero-shot,RC_Result,42,Medium,11.87,Incorrect,,a,E
zero-shot,RC_Result,44,Medium,2.01,Incorrect,,b,C
zero-shot,RC_Result,46,Medium,48.36,Incorrect,,b,A
zero-shot,RC_Result,47,Medium,1.3,Incorrect,,b,C
zero-shot,CR,3,Medium,15.48,Incorrect,,c,A
zero-shot,CR,8,Challenging,2.0,Incorrect,,c,B
zero-shot,CR,12,Challenging,58.45,Incorrect,,b,C
zero-shot,CR,14,Challenging,4.13,Incorrect,,c,E
zero-shot,CR,18,Medium,4.61,Incorrect,,b,A
zero-shot,CR,23,Medium,68.34,Incorrect,,d,C
zero-shot,CR,26,Medium,6.08,Incorrect,,d,B
zero-shot,CR,30,Medium,6.11,Incorrect,,b,A
zero-shot,CR,33,Medium,1.66,Incorrect,,e,D
zero-shot,CR,39,Medium,6.02,Incorrect,,b,A
zero-shot,CR,40,Medium,3.82,Incorrect,,c,B
zero-shot,CR,42,Medium,2.35,Incorrect,,a,E
zero-shot,CR,44,Medium,1.82,Incorrect,,b,A
zero-shot,CR,46,Medium,5.97,Incorrect,,b,A
five-shot,RC_Result,1,Medium,12.12,Correct,,b,B
five-shot,RC_Result,2,Medium,11.99,Correct,,d,D
five-shot,RC_Result,3,Medium,2.5,Correct,,c,C
five-shot,RC_Result,5,Medium,9.39,Correct,,c,C
five-shot,RC_Result,6,Difficult,11.99,Correct,,b,B
five-shot,RC_Result,8,Challenging,2.28,Correct,,c,C
five-shot,RC_Result,11,Challenging,40.86,Correct,,c,C
five-shot,RC_Result,13,Challenging,45.93,Correct,,c,C
five-shot,RC_Result,15,Medium,5.72,Correct,,a,A
five-shot,RC_Result,16,Medium,6.04,Correct,,b,B
five-shot,RC_Result,18,Medium,109.73,Correct,,a,A
five-shot,RC_Result,20,Medium,66.52,Correct,,c,C
five-shot,RC_Result,21,Medium,5.29,Correct,,d,D
five-shot,RC_Result,24,Medium,12.22,Correct,,d,D
five-shot,RC_Result,25,Medium,11.91,Correct,,a,A
five-shot,RC_Result,27,Medium,10.4,Correct,,b,B
five-shot,RC_Result,28,Medium,11.9,Correct,,a,A
five-shot,RC_Result,28,Medium,42.85,Correct,,d,D
five-shot,RC_Result,29,Medium,44.34,Correct,,c,C
five-shot,RC_Result,34,Medium,2.2,Correct,,c,C
five-shot,RC_Result,35,Medium,1.53,Correct,,c,C
five-shot,RC_Result,37,Medium,0.93,Correct,,d,D
five-shot,RC_Result,38,Medium,49.17,Correct,,c,C
five-shot,RC_Result,40,Medium,41.48,Correct,,c,C
five-shot,RC_Result,43,Medium,12.08,Correct,,c,C
five-shot,RC_Result,48,Medium,13.07,Correct,,c,C
five-shot,CR,1,Medium,6.72,Correct,,b,B
five-shot,CR,2,Medium,21.12,Correct,,d,D
five-shot,CR,3,Medium,0.84,Correct,,c,C
five-shot,CR,4,Medium,21.06,Correct,,a,A
five-shot,CR,5,Medium,0.84,Correct,,c,C
five-shot,CR,6,Difficult,22.07,Correct,,b,B
five-shot,CR,7,Challenging,3.64,Correct,,b,B
five-shot,CR,8,Challenging,42.35,Correct,,c,C
five-shot,CR,9,Medium,2.37,Correct,,a,A
five-shot,CR,10,Medium,42.51,Correct,,a,A
five-shot,CR,11,Challenging,1.75,Correct,,c,C
five-shot,CR,13,Challenging,12.42,Correct,,c,C
five-shot,CR,15,Medium,2.41,Correct,,a,A
five-shot,CR,16,Medium,24.01,Correct,,b,B
five-shot,CR,18,Medium,40.47,Correct,,a,A
five-shot,CR,20,Medium,1.01,Correct,,c,C
five-shot,CR,21,Medium,22.39,Correct,,d,D
five-shot,CR,22,Medium,25.08,Correct,,e,E
five-shot,CR,27,Medium,0.92,Correct,,b,B
five-shot,CR,29,Medium,40.18,Correct,,c,C
five-shot,CR,31,Medium,1.22,Correct,,c,C
five-shot,CR,32,Medium,6.21,Correct,,e,E
five-shot,CR,34,Medium,0.08,Correct,,c,C
five-shot,CR,35,Medium,21.64,Correct,,c,C
five-shot,CR,36,Medium,5.92,Correct,,b,B
five-shot,CR,38,Medium,1.05,Correct,,c,C
five-shot,CR,41,Medium,5.88,Correct,,b,B
five-shot,CR,43,Medium,20.52,Correct,,c,C
five-shot,CR,45,Medium,23.77,Correct,,c,C
five-shot,CR,48,Medium,8.42,Correct,,c,C
five-shot,RC_Result,4,Medium,0.11,Incorrect,,a,C
five-shot,RC_Result,7,Challenging,5.04,Incorrect,,b,C
five-shot,RC_Result,9,Medium,19.68,Incorrect,,a,C
five-shot,RC_Result,10,Medium,0.13,Incorrect,,a,C
five-shot,RC_Result,12,Challenging,194.43,Incorrect,,b,C
five-shot,RC_Result,14,Challenging,157.24,Incorrect,,c,D
five-shot,RC_Result,17,Medium,5.98,Incorrect,,c,A
five-shot,RC_Result,18,Medium,130.04,Incorrect,,b,A
five-shot,RC_Result,22,Medium,0.08,Incorrect,,e,C
five-shot,RC_Result,23,Medium,44.87,Incorrect,,d,C
five-shot,RC_Result,26,Medium,1.88,Incorrect,,d,C
five-shot,RC_Result,30,Medium,4.54,Incorrect,,b,C
five-shot,RC_Result,31,Medium,7.28,Incorrect,,c,A
five-shot,RC_Result,31,Medium,12.04,Incorrect,,b,D
five-shot,RC_Result,32,Medium,1.57,Incorrect,,e,C
five-shot,RC_Result,33,Medium,10.54,Incorrect,,e,D
five-shot,RC_Result,36,Medium,1.69,Incorrect,,b,C
five-shot,RC_Result,39,Medium,11.94,Incorrect,,b,E
five-shot,RC_Result,41,Medium,1.96,Incorrect,,b,C
five-shot,RC_Result,42,Medium,1.17,Incorrect,,a,C
five-shot,RC_Result,44,Medium,36.28,Incorrect,,b,A
five-shot,RC_Result,45,Medium,14.42,Incorrect,,c,A
five-shot,RC_Result,46,Medium,27.55,Incorrect,,b,A
five-shot,RC_Result,47,Medium,1.54,Incorrect,,b,C
five-shot,CR,12,Challenging,0.98,Incorrect,,b,C
five-shot,CR,14,Challenging,1.34,Incorrect,,c,E
five-shot,CR,17,Medium,5.99,Incorrect,,c,A
five-shot,CR,18,Medium,41.08,Incorrect,,b,A
five-shot,CR,23,Medium,11.05,Incorrect,,d,C
five-shot,CR,24,Medium,19.82,Incorrect,,d,C
five-shot,CR,25,Medium,0.08,Incorrect,,a,C
five-shot,CR,26,Medium,1.08,Incorrect,,d,C
five-shot,CR,28,Medium,0.14,Incorrect,,a,C
five-shot,CR,28,Medium,40.02,Incorrect,,d,C
five-shot,CR,30,Medium,0.08,Incorrect,,b,C
five-shot,CR,31,Medium,41.06,Incorrect,,b,D
five-shot,CR,33,Medium,20.96,Incorrect,,e,C
five-shot,CR,37,Medium,0.13,Incorrect,,d,C
five-shot,CR,39,Medium,42.51,Incorrect,,b,C
five-shot,CR,40,Medium,3.15,Incorrect,,c,B
five-shot,CR,42,Medium,6.22,Incorrect,,a,E
five-shot,CR,44,Medium,40.52,Incorrect,,b,A
five-shot,CR,46,Medium,0.15,Incorrect,,b,C
five-shot,CR,47,Medium,0.17,Incorrect,,b,C
chain-of-thought,RC_Result,2,Medium,40.96,Correct,,d,D
chain-of-thought,RC_Result,4,Medium,32.95,Correct,,a,A
chain-of-thought,RC_Result,5,Medium,17.11,Correct,,c,C
chain-of-thought,RC_Result,7,Challenging,22.42,Correct,,b,B
chain-of-thought,RC_Result,9,Medium,14.99,Correct,,a,A
chain-of-thought,RC_Result,10,Medium,38.12,Correct,,a,A
chain-of-thought,RC_Result,11,Challenging,53.47,Correct,,c,C
chain-of-thought,RC_Result,13,Challenging,42.5,Correct,,c,C
chain-of-thought,RC_Result,16,Medium,37.92,Correct,,b,B
chain-of-thought,RC_Result,18,Medium,23.06,Correct,,b,B
chain-of-thought,RC_Result,20,Medium,47.23,Correct,,c,C
chain-of-thought,RC_Result,22,Medium,21.99,Correct,,e,E
chain-of-thought,RC_Result,26,Medium,31.53,Correct,,d,D
chain-of-thought,RC_Result,27,Medium,10.65,Correct,,b,B
chain-of-thought,RC_Result,29,Medium,17.91,Correct,,c,C
chain-of-thought,RC_Result,31,Medium,43.51,Correct,,b,B
chain-of-thought,RC_Result,32,Medium,23.09,Correct,,e,E
chain-of-thought,RC_Result,34,Medium,17.71,Correct,,c,C
chain-of-thought,RC_Result,35,Medium,13.63,Correct,,c,C
chain-of-thought,RC_Result,37,Medium,66.55,Correct,,d,D
chain-of-thought,RC_Result,38,Medium,64.8,Correct,,c,C
chain-of-thought,RC_Result,41,Medium,58.87,Correct,,b,B
chain-of-thought,RC_Result,42,Medium,12.04,Correct,,a,A
chain-of-thought,RC_Result,43,Medium,69.12,Correct,,c,C
chain-of-thought,RC_Result,47,Medium,119.31,Correct,,b,B
chain-of-thought,RC_Result,48,Medium,53.15,Correct,,c,C
chain-of-thought,CR,1,Medium,11.91,Correct,,b,B
chain-of-thought,CR,5,Medium,12.06,Correct,,c,C
chain-of-thought,CR,6,Difficult,12.96,Correct,,b,B
chain-of-thought,CR,11,Challenging,7.71,Correct,,c,C
chain-of-thought,CR,13,Challenging,0.28,Correct,,c,C
chain-of-thought,CR,14,Challenging,1.25,Correct,,c,C
chain-of-thought,CR,16,Medium,10.93,Correct,,b,B
chain-of-thought,CR,18,Medium,49.28,Correct,,a,A
chain-of-thought,CR,20,Medium,36.06,Correct,,c,C
chain-of-thought,CR,25,Medium,38.25,Correct,,a,A
chain-of-thought,CR,26,Medium,5.48,Correct,,d,D
chain-of-thought,CR,27,Medium,7.75,Correct,,b,B
chain-of-thought,CR,28,Medium,13.9,Correct,,a,A
chain-of-thought,CR,29,Medium,21.35,Correct,,c,C
chain-of-thought,CR,31,Medium,0.08,Correct,,c,C
chain-of-thought,CR,34,Medium,46.43,Correct,,c,C
chain-of-thought,CR,35,Medium,6.95,Correct,,c,C
chain-of-thought,CR,38,Medium,0.07,Correct,,c,C
chain-of-thought,CR,40,Medium,0.22,Correct,,c,C
chain-of-thought,CR,42,Medium,9.15,Correct,,a,A
chain-of-thought,CR,43,Medium,44.56,Correct,,c,C
chain-of-thought,CR,45,Medium,20.23,Correct,,c,C
chain-of-thought,CR,47,Medium,35.56,Correct,,b,B
chain-of-thought,CR,48,Medium,0.12,Correct,,c,C
chain-of-thought,RC_Result,1,Medium,68.44,Incorrect,,b,A
chain-of-thought,RC_Result,3,Medium,59.39,Incorrect,,c,A
chain-of-thought,RC_Result,6,Difficult,61.19,Incorrect,,b,E
chain-of-thought,RC_Result,8,Challenging,14.38,Incorrect,,c,B
chain-of-thought,RC_Result,12,Challenging,16.29,Incorrect,,b,C
chain-of-thought,RC_Result,14,Challenging,9.19,Incorrect,,c,D
chain-of-thought,RC_Result,15,Medium,35.12,Incorrect,,a,E
chain-of-thought,RC_Result,17,Medium,217.53,Incorrect,,c,A
chain-of-thought,RC_Result,18,Medium,20.28,Incorrect,,a,E
chain-of-thought,RC_Result,21,Medium,80.7,Incorrect,,d,B
chain-of-thought,RC_Result,23,Medium,21.81,Incorrect,,d,A
chain-of-thought,RC_Result,24,Medium,63.68,Incorrect,,d,B
chain-of-thought,RC_Result,25,Medium,32.26,Incorrect,,a,B
chain-of-thought,RC_Result,28,Medium,16.79,Incorrect,,a,E
chain-of-thought,RC_Result,28,Medium,41.17,Incorrect,,d,A
chain-of-thought,RC_Result,30,Medium,16.68,Incorrect,,b,A
chain-of-thought,RC_Result,31,Medium,14.43,Incorrect,,c,A
chain-of-thought,RC_Result,33,Medium,68.35,Incorrect,,e,D
chain-of-thought,RC_Result,36,Medium,16.24,Incorrect,,b,C
chain-of-thought,RC_Result,39,Medium,38.5,Incorrect,,b,E
chain-of-thought,RC_Result,40,Medium,35.42,Incorrect,,c,B
chain-of-thought,RC_Result,44,Medium,34.1,Incorrect,,b,A
chain-of-thought,RC_Result,45,Medium,19.66,Incorrect,,c,E
chain-of-thought,RC_Result,46,Medium,25.86,Incorrect,,b,A
chain-of-thought,CR,2,Medium,0.68,Incorrect,,d,C
chain-of-thought,CR,3,Medium,46.18,Incorrect,,c,A
chain-of-thought,CR,4,Medium,0.62,Incorrect,,a,C
chain-of-thought,CR,7,Challenging,47.11,Incorrect,,b,C
chain-of-thought,CR,8,Challenging,33.24,Incorrect,,c,B
chain-of-thought,CR,9,Medium,7.99,Incorrect,,a,E
chain-of-thought,CR,10,Medium,39.66,Incorrect,,a,C
chain-of-thought,CR,12,Challenging,48.83,Incorrect,,b,C
chain-of-thought,CR,15,Medium,8.68,Incorrect,,a,D
chain-of-thought,CR,17,Medium,9.74,Incorrect,,c,A
chain-of-thought,CR,18,Medium,8.66,Incorrect,,b,A
chain-of-thought,CR,21,Medium,53.26,Incorrect,,d,B
chain-of-thought,CR,22,Medium,54.6,Incorrect,,e,B
chain-of-thought,CR,23,Medium,20.82,Incorrect,,d,C
chain-of-thought,CR,24,Medium,0.08,Incorrect,,d,C
chain-of-thought,CR,28,Medium,40.5,Incorrect,,d,C
chain-of-thought,CR,30,Medium,55.1,Incorrect,,b,A
chain-of-thought,CR,31,Medium,26.01,Incorrect,,b,C
chain-of-thought,CR,32,Medium,0.13,Incorrect,,e,C
chain-of-thought,CR,33,Medium,0.08,Incorrect,,e,C
chain-of-thought,CR,36,Medium,0.29,Incorrect,,b,C
chain-of-thought,CR,37,Medium,0.14,Incorrect,,d,C
chain-of-thought,CR,39,Medium,24.71,Incorrect,,b,E
chain-of-thought,CR,41,Medium,30.86,Incorrect,,b,C
chain-of-thought,CR,44,Medium,71.92,Incorrect,,b,A
chain-of-thought,CR,46,Medium,0.08,Incorrect,,b,C
