Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,CR,38,Medium,23.11,Correct,,c,C
zero-shot,CR,39,Medium,16.78,Correct,,b,B
zero-shot,CR,41,Medium,32.49,Correct,,b,B
zero-shot,CR,43,Medium,24.3,Correct,,c,C
zero-shot,CR,45,Medium,20.56,Correct,,c,C
zero-shot,CR,47,Medium,29.35,Correct,,b,B
zero-shot,CR,48,Medium,2.36,Correct,,c,C
zero-shot,RC_Result,3,Medium,50.56,Incorrect,,c,A
zero-shot,RC_Result,8,Challenging,15.84,Incorrect,,c,B
zero-shot,RC_Result,9,Medium,47.93,Incorrect,,a,D
zero-shot,RC_Result,12,Challenging,6.15,Incorrect,,b,C
zero-shot,RC_Result,14,Challenging,5.91,Incorrect,,c,D
zero-shot,RC_Result,17,Medium,46.56,Incorrect,,c,A
zero-shot,RC_Result,23,Medium,6.12,Incorrect,,d,C
zero-shot,RC_Result,26,Medium,5.93,Incorrect,,d,B
zero-shot,RC_Result,30,Medium,10.66,Incorrect,,b,A
zero-shot,RC_Result,31,Medium,1.04,Incorrect,,c,A
zero-shot,RC_Result,31,Medium,11.95,Incorrect,,b,D
zero-shot,RC_Result,33,Medium,0.93,Incorrect,,e,D
zero-shot,RC_Result,39,Medium,7.3,Incorrect,,b,A
zero-shot,RC_Result,40,Medium,5.75,Incorrect,,c,B
zero-shot,RC_Result,42,Medium,6.07,Incorrect,,a,E
zero-shot,RC_Result,44,Medium,12.37,Incorrect,,b,A
zero-shot,RC_Result,46,Medium,5.99,Incorrect,,b,A
zero-shot,CR,3,Medium,4.37,Incorrect,,c,A
zero-shot,CR,8,Challenging,10.91,Incorrect,,c,B
zero-shot,CR,9,Medium,7.46,Incorrect,,a,D
zero-shot,CR,12,Challenging,1.83,Incorrect,,b,C
zero-shot,CR,14,Challenging,5.85,Incorrect,,c,D
zero-shot,CR,17,Medium,18.42,Incorrect,,c,A
zero-shot,CR,23,Medium,11.76,Incorrect,,d,C
zero-shot,CR,26,Medium,12.09,Incorrect,,d,B
zero-shot,CR,30,Medium,20.9,Incorrect,,b,A
zero-shot,CR,31,Medium,32.11,Incorrect,,b,D
zero-shot,CR,32,Medium,17.55,Incorrect,,e,C
zero-shot,CR,33,Medium,17.9,Incorrect,,e,D
zero-shot,CR,40,Medium,43.92,Incorrect,,c,B
zero-shot,CR,42,Medium,26.01,Incorrect,,a,E
zero-shot,CR,44,Medium,29.63,Incorrect,,b,A
zero-shot,CR,46,Medium,24.34,Incorrect,,b,A
five-shot,RC_Result,2,Medium,5.23,Correct,,d,D
five-shot,RC_Result,3,Medium,6.01,Correct,,c,C
five-shot,RC_Result,4,Medium,11.91,Correct,,a,A
five-shot,RC_Result,5,Medium,2.39,Correct,,c,C
five-shot,RC_Result,6,Difficult,6.03,Correct,,b,B
five-shot,RC_Result,8,Challenging,12.07,Correct,,c,C
five-shot,RC_Result,9,Medium,12.04,Correct,,a,A
five-shot,RC_Result,10,Medium,11.91,Correct,,a,A
five-shot,RC_Result,11,Challenging,3.52,Correct,,c,C
five-shot,RC_Result,13,Challenging,6.01,Correct,,c,C
five-shot,RC_Result,16,Medium,6.25,Correct,,b,B
five-shot,RC_Result,18,Medium,12.5,Correct,,a,A
five-shot,RC_Result,20,Medium,2.58,Correct,,c,C
five-shot,RC_Result,21,Medium,5.87,Correct,,d,D
five-shot,RC_Result,22,Medium,5.92,Correct,,e,E
five-shot,RC_Result,24,Medium,4.98,Correct,,d,D
five-shot,RC_Result,25,Medium,6.22,Correct,,a,A
five-shot,RC_Result,27,Medium,12.03,Correct,,b,B
five-shot,RC_Result,28,Medium,1.98,Correct,,a,A
five-shot,RC_Result,28,Medium,6.0,Correct,,d,D
five-shot,RC_Result,29,Medium,6.74,Correct,,c,C
five-shot,RC_Result,32,Medium,6.26,Correct,,e,E
five-shot,RC_Result,35,Medium,6.38,Correct,,c,C
five-shot,RC_Result,36,Medium,6.39,Correct,,b,B
five-shot,RC_Result,37,Medium,5.46,Correct,,d,D
five-shot,RC_Result,38,Medium,6.05,Correct,,c,C
five-shot,RC_Result,41,Medium,2.08,Correct,,b,B
five-shot,RC_Result,43,Medium,5.73,Correct,,c,C
five-shot,RC_Result,47,Medium,5.89,Correct,,b,B
five-shot,RC_Result,48,Medium,5.95,Correct,,c,C
five-shot,CR,1,Medium,23.26,Correct,,b,B
five-shot,CR,2,Medium,25.85,Correct,,d,D
five-shot,CR,3,Medium,30.3,Correct,,c,C
five-shot,CR,4,Medium,20.95,Correct,,a,A
five-shot,CR,5,Medium,18.06,Correct,,c,C
five-shot,CR,6,Difficult,0.77,Correct,,b,B
five-shot,CR,8,Challenging,28.12,Correct,,c,C
five-shot,CR,9,Medium,18.07,Correct,,a,A
five-shot,CR,10,Medium,11.92,Correct,,a,A
five-shot,CR,18,Medium,14.56,Correct,,a,A
five-shot,CR,27,Medium,2.37,Correct,,b,B
five-shot,CR,28,Medium,11.66,Correct,,a,A
five-shot,CR,28,Medium,14.71,Correct,,d,D
five-shot,CR,29,Medium,24.33,Correct,,c,C
five-shot,CR,32,Medium,24.76,Correct,,e,E
five-shot,CR,34,Medium,17.68,Correct,,c,C
five-shot,CR,35,Medium,43.06,Correct,,c,C
five-shot,CR,36,Medium,30.84,Correct,,b,B
five-shot,CR,37,Medium,2.35,Correct,,d,D
five-shot,CR,38,Medium,5.86,Correct,,c,C
five-shot,CR,41,Medium,6.0,Correct,,b,B
five-shot,CR,43,Medium,6.06,Correct,,c,C
five-shot,CR,47,Medium,7.05,Correct,,b,B
five-shot,CR,48,Medium,5.79,Correct,,c,C
five-shot,RC_Result,7,Challenging,5.74,Incorrect,,b,C
five-shot,RC_Result,12,Challenging,5.95,Incorrect,,b,C
five-shot,RC_Result,14,Challenging,6.16,Incorrect,,c,D
five-shot,RC_Result,17,Medium,5.98,Incorrect,,c,A
five-shot,RC_Result,18,Medium,17.24,Incorrect,,b,A
five-shot,RC_Result,26,Medium,5.82,Incorrect,,d,B
five-shot,RC_Result,30,Medium,5.31,Incorrect,,b,A
five-shot,RC_Result,31,Medium,5.94,Incorrect,,c,A
five-shot,RC_Result,31,Medium,6.04,Incorrect,,b,D
five-shot,RC_Result,33,Medium,5.86,Incorrect,,e,D
five-shot,RC_Result,39,Medium,6.07,Incorrect,,b,E
five-shot,RC_Result,40,Medium,11.98,Incorrect,,c,B
five-shot,RC_Result,42,Medium,0.33,Incorrect,,a,C
five-shot,RC_Result,44,Medium,6.14,Incorrect,,b,A
five-shot,RC_Result,45,Medium,5.98,Incorrect,,c,A
five-shot,RC_Result,46,Medium,6.0,Incorrect,,b,A
five-shot,CR,7,Challenging,12.12,Incorrect,,b,C
five-shot,CR,18,Medium,1.13,Incorrect,,b,A
five-shot,CR,30,Medium,34.02,Incorrect,,b,A
five-shot,CR,31,Medium,8.62,Incorrect,,c,A
five-shot,CR,31,Medium,15.49,Incorrect,,b,D
five-shot,CR,33,Medium,19.52,Incorrect,,e,D
five-shot,CR,39,Medium,25.82,Incorrect,,b,E
five-shot,CR,40,Medium,0.99,Incorrect,,c,B
five-shot,CR,42,Medium,5.9,Incorrect,,a,E
five-shot,CR,44,Medium,6.13,Incorrect,,b,A
five-shot,CR,45,Medium,5.89,Incorrect,,c,A
five-shot,CR,46,Medium,5.97,Incorrect,,b,A
chain-of-thought,RC_Result,1,Medium,17.21,Correct,,b,B
chain-of-thought,RC_Result,7,Challenging,10.21,Correct,,b,B
chain-of-thought,RC_Result,9,Medium,10.97,Correct,,a,A
chain-of-thought,RC_Result,11,Challenging,10.24,Correct,,c,C
chain-of-thought,RC_Result,13,Challenging,14.88,Correct,,c,C
chain-of-thought,RC_Result,15,Medium,18.4,Correct,,a,A
chain-of-thought,RC_Result,16,Medium,12.23,Correct,,b,B
chain-of-thought,RC_Result,18,Medium,8.18,Correct,,a,A
chain-of-thought,RC_Result,20,Medium,8.06,Correct,,c,C
chain-of-thought,RC_Result,21,Medium,12.07,Correct,,d,D
chain-of-thought,RC_Result,22,Medium,12.48,Correct,,e,E
chain-of-thought,RC_Result,24,Medium,14.51,Correct,,d,D
chain-of-thought,RC_Result,25,Medium,37.57,Correct,,a,A
chain-of-thought,RC_Result,26,Medium,17.71,Correct,,d,D
chain-of-thought,RC_Result,27,Medium,8.6,Correct,,b,B
chain-of-thought,RC_Result,28,Medium,9.04,Correct,,a,A
chain-of-thought,RC_Result,28,Medium,6.69,Correct,,d,D
chain-of-thought,RC_Result,29,Medium,12.55,Correct,,c,C
chain-of-thought,RC_Result,32,Medium,14.03,Correct,,e,E
chain-of-thought,RC_Result,35,Medium,17.11,Correct,,c,C
chain-of-thought,RC_Result,36,Medium,19.33,Correct,,b,B
chain-of-thought,RC_Result,37,Medium,8.12,Correct,,d,D
chain-of-thought,RC_Result,38,Medium,12.03,Correct,,c,C
chain-of-thought,RC_Result,39,Medium,27.18,Correct,,b,B
chain-of-thought,RC_Result,41,Medium,21.15,Correct,,b,B
chain-of-thought,RC_Result,42,Medium,28.72,Correct,,a,A
chain-of-thought,RC_Result,43,Medium,22.54,Correct,,c,C
chain-of-thought,RC_Result,45,Medium,29.42,Correct,,c,C
chain-of-thought,RC_Result,47,Medium,17.13,Correct,,b,B
chain-of-thought,RC_Result,48,Medium,23.6,Correct,,c,C
chain-of-thought,CR,1,Medium,14.21,Correct,,b,B
chain-of-thought,CR,2,Medium,5.73,Correct,,d,D
chain-of-thought,CR,5,Medium,19.65,Correct,,c,C
chain-of-thought,CR,6,Difficult,13.63,Correct,,b,B
chain-of-thought,CR,7,Challenging,24.19,Correct,,b,B
chain-of-thought,CR,10,Medium,12.24,Correct,,a,A
chain-of-thought,CR,11,Challenging,27.13,Correct,,c,C
chain-of-thought,CR,15,Medium,18.86,Correct,,a,A
chain-of-thought,CR,16,Medium,6.3,Correct,,b,B
chain-of-thought,CR,18,Medium,19.14,Correct,,a,A
chain-of-thought,CR,20,Medium,8.6,Correct,,c,C
chain-of-thought,CR,22,Medium,21.42,Correct,,e,E
chain-of-thought,CR,24,Medium,20.73,Correct,,d,D
chain-of-thought,CR,25,Medium,8.24,Correct,,a,A
chain-of-thought,CR,26,Medium,10.83,Correct,,d,D
chain-of-thought,CR,27,Medium,9.32,Correct,,b,B
chain-of-thought,CR,28,Medium,10.94,Correct,,a,A
chain-of-thought,CR,28,Medium,10.74,Correct,,d,D
chain-of-thought,CR,29,Medium,27.15,Correct,,c,C
chain-of-thought,CR,32,Medium,6.04,Correct,,e,E
chain-of-thought,CR,35,Medium,6.79,Correct,,c,C
chain-of-thought,CR,36,Medium,6.54,Correct,,b,B
chain-of-thought,CR,37,Medium,7.52,Correct,,d,D
chain-of-thought,CR,38,Medium,17.1,Correct,,c,C
chain-of-thought,CR,41,Medium,6.14,Correct,,b,B
chain-of-thought,CR,42,Medium,26.1,Correct,,a,A
chain-of-thought,CR,47,Medium,8.7,Correct,,b,B
chain-of-thought,CR,48,Medium,10.12,Correct,,c,C
chain-of-thought,RC_Result,2,Medium,9.55,Incorrect,,d,E
chain-of-thought,RC_Result,8,Challenging,9.74,Incorrect,,c,B
chain-of-thought,RC_Result,10,Medium,23.2,Incorrect,,a,D
chain-of-thought,RC_Result,12,Challenging,6.48,Incorrect,,b,C
chain-of-thought,RC_Result,14,Challenging,33.14,Incorrect,,c,D
chain-of-thought,RC_Result,17,Medium,10.7,Incorrect,,c,A
chain-of-thought,RC_Result,18,Medium,9.71,Incorrect,,b,D
chain-of-thought,RC_Result,23,Medium,9.58,Incorrect,,d,C
chain-of-thought,RC_Result,30,Medium,5.2,Incorrect,,b,A
chain-of-thought,RC_Result,31,Medium,14.01,Incorrect,,c,A
chain-of-thought,RC_Result,31,Medium,10.92,Incorrect,,b,D
chain-of-thought,RC_Result,33,Medium,12.51,Incorrect,,e,D
chain-of-thought,RC_Result,34,Medium,12.01,Incorrect,,c,D
chain-of-thought,RC_Result,40,Medium,9.24,Incorrect,,c,B
chain-of-thought,RC_Result,44,Medium,40.18,Incorrect,,b,A
chain-of-thought,RC_Result,46,Medium,9.68,Incorrect,,b,A
chain-of-thought,CR,3,Medium,8.59,Incorrect,,c,A
chain-of-thought,CR,4,Medium,11.68,Incorrect,,a,D
chain-of-thought,CR,8,Challenging,17.76,Incorrect,,c,B
chain-of-thought,CR,9,Medium,23.47,Incorrect,,a,E
chain-of-thought,CR,12,Challenging,16.45,Incorrect,,b,C
chain-of-thought,CR,14,Challenging,14.76,Incorrect,,c,D
chain-of-thought,CR,17,Medium,17.5,Incorrect,,c,A
chain-of-thought,CR,18,Medium,16.82,Incorrect,,b,A
chain-of-thought,CR,21,Medium,14.74,Incorrect,,d,B
chain-of-thought,CR,23,Medium,11.29,Incorrect,,d,C
chain-of-thought,CR,30,Medium,10.56,Incorrect,,b,A
chain-of-thought,CR,31,Medium,6.6,Incorrect,,c,A
chain-of-thought,CR,31,Medium,29.58,Incorrect,,b,D
chain-of-thought,CR,33,Medium,17.14,Incorrect,,e,D
chain-of-thought,CR,34,Medium,17.7,Incorrect,,c,D
chain-of-thought,CR,39,Medium,12.2,Incorrect,,b,E
chain-of-thought,CR,40,Medium,6.1,Incorrect,,c,B
chain-of-thought,CR,44,Medium,20.0,Incorrect,,b,A
chain-of-thought,CR,45,Medium,7.68,Incorrect,,c,E
chain-of-thought,CR,46,Medium,6.11,Incorrect,,b,A
