Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,reading_comp,N/A,Hard,0,Incorrect,,D,
zero-shot,reading_comp,N/A,Hard,0,Incorrect,,A,
zero-shot,reading_comp,N/A,Medium,0,Incorrect,,C,
zero-shot,reading_comp,N/A,Hard,17.92,Incorrect,,C,A
zero-shot,reading_comp,N/A,Medium,19.79,Incorrect,,D,A
zero-shot,reading_comp,N/A,Medium,16.9,Incorrect,,B,A
zero-shot,reading_comp,N/A,Medium,18.01,Incorrect,,B,A
zero-shot,reading_comp,N/A,Medium,13.78,Incorrect,,D,A
zero-shot,expression_of_ideas,N/A,Hard,0,Incorrect,,B,
zero-shot,expression_of_ideas,N/A,Hard,0,Incorrect,,A,
zero-shot,expression_of_ideas,N/A,Medium,0,Incorrect,,A,
zero-shot,expression_of_ideas,N/A,Medium,0,Incorrect,,D,
zero-shot,expression_of_ideas,N/A,Hard,0,Incorrect,,A,
zero-shot,expression_of_ideas,N/A,Medium,29.97,Incorrect,,A,D
zero-shot,expression_of_ideas,N/A,Medium,24.09,Incorrect,,D,C
zero-shot,expression_of_ideas,N/A,Medium,35.94,Incorrect,,A,B
zero-shot,expression_of_ideas,N/A,Medium,36.42,Incorrect,,C,D
zero-shot,expression_of_ideas,N/A,Medium,29.99,Incorrect,,B,C
zero-shot,algebra,N/A,Medium,13.32,Incorrect,,B,C
zero-shot,algebra,N/A,Medium,11.95,Incorrect,,2,A
zero-shot,algebra,N/A,Easy,12.12,Incorrect,,1/5,1/8
zero-shot,algebra,N/A,Easy,11.51,Incorrect,,35,24
zero-shot,algebra,N/A,Medium,0.0,Incorrect,,A,
zero-shot,algebra,N/A,Easy,17.12,Incorrect,,A,C
zero-shot,algebra,N/A,Hard,0.0,Incorrect,,A,
zero-shot,algebra,N/A,Easy,0.0,Incorrect,,C,
zero-shot,algebra,N/A,Hard,0.0,Incorrect,,A,
zero-shot,algebra,N/A,Hard,0.0,Incorrect,,A,
zero-shot,algebra,N/A,Medium,0.0,Incorrect,,A,
zero-shot,algebra,N/A,Hard,0.0,Incorrect,,A,
zero-shot,algebra,N/A,Hard,2.09,Incorrect,,D,A
zero-shot,algebra,N/A,Easy,17.95,Incorrect,,The object is moving at a rate of 16 inches per second.,C
zero-shot,algebra,N/A,Medium,18.92,Incorrect,,x: 0 → 39; 1 → 39; 2 → 39,B
zero-shot,algebra,N/A,Medium,16.92,Incorrect,,D,C
zero-shot,algebra,N/A,Medium,10.49,Incorrect,,30,33
zero-shot,algebra,N/A,Medium,18.82,Incorrect,,8,D
zero-shot,algebra,N/A,Medium,18.1,Incorrect,,2.00,.
zero-shot,algebra,N/A,Medium,20.16,Incorrect,,11,C
zero-shot,algebra,N/A,Medium,17.28,Incorrect,,-2,3
zero-shot,algebra,N/A,Medium,11.98,Incorrect,,"{'x': -17, 'y': 0}",D
zero-shot,algebra,N/A,Medium,18.26,Incorrect,,"{'choice': 'A', 'value': '−1/3'}",A
zero-shot,algebra,N/A,Medium,13.34,Incorrect,,"['1/2', '0.5']",1/2
zero-shot,algebra,N/A,Medium,17.96,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,18.38,Incorrect,,B,C
zero-shot,algebra,N/A,Medium,17.64,Incorrect,,C,D
zero-shot,algebra,N/A,Medium,17.99,Incorrect,,D,C
zero-shot,algebra,N/A,Medium,5.59,Incorrect,,B,C
zero-shot,algebra,N/A,Medium,12.64,Incorrect,,74,10
zero-shot,algebra,N/A,Medium,16.84,Incorrect,,A,B
zero-shot,algebra,N/A,Medium,11.04,Incorrect,,3/2,C
zero-shot,algebra,N/A,Medium,17.33,Incorrect,,3/2,2
zero-shot,algebra,N/A,Medium,11.86,Incorrect,,3/2,C
zero-shot,algebra,N/A,Medium,17.79,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,11.97,Incorrect,,A,C
zero-shot,algebra,N/A,Medium,20.29,Incorrect,,8,C
zero-shot,algebra,N/A,Medium,15.8,Incorrect,,C,D
zero-shot,algebra,N/A,Medium,11.84,Incorrect,,D,C
zero-shot,algebra,N/A,Medium,19.98,Incorrect,,D,B
zero-shot,algebra,N/A,Medium,18.33,Incorrect,,C,B
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,conventions,4,Medium,3.7,Incorrect,,d,B
zero-shot,conventions,7,Hard,6.1,Incorrect,,b,D
zero-shot,conventions,16,Hard,6.14,Incorrect,,b,C
zero-shot,conventions,28,Medium,5.99,Incorrect,,a,C
zero-shot,conventions,24,Easy,6.0,Incorrect,,b,D
zero-shot,conventions,22,Medium,6.0,Incorrect,,d,C
zero-shot,conventions,21,Hard,6.18,Incorrect,,c,D
zero-shot,conventions,6,Easy,6.01,Incorrect,,c,D
zero-shot,conventions,20,Easy,5.87,Incorrect,,c,D
zero-shot,conventions,33,Medium,6.15,Incorrect,,d,C
zero-shot,conventions,37,Hard,5.98,Incorrect,,a,C
zero-shot,conventions,40,Easy,6.0,Incorrect,,a,D
zero-shot,conventions,42,Medium,5.98,Incorrect,,d,C
zero-shot,conventions,50,Easy,5.8,Incorrect,,a,C
zero-shot,advanced_math,17,Hard,7.08,Incorrect,"For what value of x is the given expression \( \sqrt[5]{70n \left( \sqrt[6]{70n} \right)^2} \) equivalent to \((70n)^{30x}\), where \(n > 1\)?",4/225,C
zero-shot,advanced_math,19,Hard,5.07,Incorrect,"The expression \((3x - 23)(19x + 6)\) is equivalent to the expression \(ax^2 + bx + c\), where \(a\), \(b\), and \(c\) are constants. What is the value of \(b\)?",-419,D
zero-shot,advanced_math,16,Medium,11.41,Incorrect,Which of the following is an equivalent form of \((1.5x - 2.4)^2 - (5.2x^2 - 6.4)\)?,C,B
zero-shot,advanced_math,43,Hard,15.3,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,B
zero-shot,geometry,32,Medium,5.99,Incorrect,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,C
zero-shot,geometry,19,Hard,11.15,Incorrect,"A right rectangular prism has a length of 28 centimeters (cm), a width of 15 cm, and a height of 16 cm. What is the surface area, in cm², of the right rectangular prism?",2216,2144
zero-shot,geometry,13,Hard,12.05,Incorrect,"A cube has a volume of 474,552 cubic units. What is the surface area, in square units, of the cube?",36504,7566
zero-shot,geometry,50,Hard,1.89,Incorrect,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?",58 + 58√2,58
zero-shot,geometry,34,Hard,12.06,Incorrect,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,B
five-shot,reading_comp,N/A,Easy,16.64,Correct,,D,D
five-shot,reading_comp,N/A,Medium,17.71,Correct,,A,A
five-shot,reading_comp,N/A,Hard,11.9,Correct,,D,D
five-shot,reading_comp,N/A,Easy,0.94,Correct,,D,D
five-shot,reading_comp,N/A,Hard,5.97,Correct,,C,C
five-shot,reading_comp,N/A,Hard,18.0,Correct,,B,B
five-shot,reading_comp,N/A,Hard,6.55,Correct,,D,D
five-shot,reading_comp,N/A,Medium,17.96,Correct,,C,C
five-shot,reading_comp,N/A,Hard,12.02,Correct,,C,C
five-shot,reading_comp,N/A,Medium,18.04,Correct,,B,B
five-shot,reading_comp,N/A,Easy,23.99,Correct,,C,C
five-shot,reading_comp,N/A,Medium,11.96,Correct,,C,C
five-shot,reading_comp,N/A,Hard,18.04,Correct,,A,A
five-shot,reading_comp,N/A,Medium,12.46,Correct,,A,A
five-shot,reading_comp,N/A,Hard,23.5,Correct,,A,A
five-shot,reading_comp,N/A,Hard,18.04,Correct,,C,C
five-shot,reading_comp,N/A,Hard,23.99,Correct,,A,A
five-shot,reading_comp,N/A,Easy,21.85,Correct,,D,D
five-shot,reading_comp,N/A,Medium,30.01,Correct,,C,C
five-shot,reading_comp,N/A,Medium,24.0,Correct,,A,A
five-shot,reading_comp,N/A,Medium,30.01,Correct,,D,D
five-shot,reading_comp,N/A,Easy,29.99,Correct,,B,B
