Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
five-shot,RC_Result,5,Medium,0.83,Correct,,c,C
five-shot,RC_Result,6,Difficult,1.0,Correct,,b,B
five-shot,RC_Result,7,Challenging,1.02,Correct,,b,B
five-shot,RC_Result,8,Challenging,0.89,Correct,,c,C
five-shot,RC_Result,9,Medium,0.91,Correct,,a,A
five-shot,RC_Result,10,Medium,0.57,Correct,,a,A
five-shot,RC_Result,11,Challenging,0.82,Correct,,c,C
five-shot,RC_Result,13,Challenging,1.08,Correct,,c,C
five-shot,RC_Result,15,Medium,1.03,Correct,,a,A
five-shot,RC_Result,16,Medium,1.28,Correct,,b,B
five-shot,RC_Result,18,Medium,0.84,Correct,,a,A
five-shot,RC_Result,20,Medium,4.39,Correct,,c,C
five-shot,RC_Result,21,Medium,0.74,Correct,,d,D
five-shot,RC_Result,22,Medium,0.98,Correct,,e,E
five-shot,RC_Result,24,Medium,0.76,Correct,,d,D
five-shot,RC_Result,25,Medium,1.28,Correct,,a,A
five-shot,RC_Result,26,Medium,0.83,Correct,,d,D
five-shot,RC_Result,27,Medium,1.22,Correct,,b,B
five-shot,RC_Result,28,Medium,1.1,Correct,,a,A
five-shot,RC_Result,28,Medium,0.95,Correct,,d,D
five-shot,RC_Result,29,Medium,0.94,Correct,,c,C
five-shot,RC_Result,32,Medium,1.24,Correct,,e,E
five-shot,RC_Result,34,Medium,0.83,Correct,,c,C
five-shot,RC_Result,35,Medium,0.77,Correct,,c,C
five-shot,RC_Result,36,Medium,1.08,Correct,,b,B
five-shot,RC_Result,37,Medium,0.9,Correct,,d,D
five-shot,RC_Result,38,Medium,0.86,Correct,,c,C
five-shot,RC_Result,41,Medium,0.91,Correct,,b,B
five-shot,RC_Result,43,Medium,0.76,Correct,,c,C
five-shot,RC_Result,47,Medium,1.09,Correct,,b,B
five-shot,RC_Result,48,Medium,1.18,Correct,,c,C
five-shot,CR,1,Medium,1.04,Correct,,b,B
five-shot,CR,2,Medium,0.77,Correct,,d,D
five-shot,CR,3,Medium,0.9,Correct,,c,C
five-shot,CR,4,Medium,1.27,Correct,,a,A
five-shot,CR,5,Medium,0.87,Correct,,c,C
five-shot,CR,6,Difficult,1.02,Correct,,b,B
five-shot,CR,7,Challenging,0.89,Correct,,b,B
five-shot,CR,8,Challenging,0.75,Correct,,c,C
five-shot,CR,9,Medium,0.76,Correct,,a,A
five-shot,CR,10,Medium,1.04,Correct,,a,A
five-shot,CR,11,Challenging,0.66,Correct,,c,C
five-shot,CR,13,Challenging,0.79,Correct,,c,C
five-shot,CR,15,Medium,0.76,Correct,,a,A
five-shot,CR,16,Medium,0.8,Correct,,b,B
five-shot,CR,18,Medium,0.86,Correct,,a,A
five-shot,CR,20,Medium,0.88,Correct,,c,C
five-shot,CR,21,Medium,0.64,Correct,,d,D
five-shot,CR,22,Medium,0.62,Correct,,e,E
five-shot,CR,24,Medium,0.76,Correct,,d,D
five-shot,CR,25,Medium,0.84,Correct,,a,A
five-shot,CR,26,Medium,0.84,Correct,,d,D
five-shot,CR,27,Medium,0.77,Correct,,b,B
five-shot,CR,28,Medium,0.77,Correct,,a,A
five-shot,CR,28,Medium,1.95,Correct,,d,D
five-shot,CR,29,Medium,0.94,Correct,,c,C
five-shot,CR,32,Medium,0.78,Correct,,e,E
five-shot,CR,34,Medium,0.82,Correct,,c,C
five-shot,CR,35,Medium,0.69,Correct,,c,C
five-shot,CR,36,Medium,1.05,Correct,,b,B
five-shot,CR,37,Medium,0.75,Correct,,d,D
five-shot,CR,38,Medium,1.0,Correct,,c,C
five-shot,CR,39,Medium,0.66,Correct,,b,B
five-shot,CR,41,Medium,1.03,Correct,,b,B
five-shot,CR,43,Medium,1.03,Correct,,c,C
five-shot,CR,47,Medium,0.71,Correct,,b,B
five-shot,CR,48,Medium,1.04,Correct,,c,C
five-shot,RC_Result,12,Challenging,0.91,Incorrect,,b,C
five-shot,RC_Result,14,Challenging,0.61,Incorrect,,c,D
five-shot,RC_Result,17,Medium,1.05,Incorrect,,c,A
five-shot,RC_Result,18,Medium,0.77,Incorrect,,b,A
five-shot,RC_Result,23,Medium,0.91,Incorrect,,d,C
five-shot,RC_Result,30,Medium,0.87,Incorrect,,b,A
five-shot,RC_Result,31,Medium,1.07,Incorrect,,c,A
five-shot,RC_Result,31,Medium,0.6,Incorrect,,b,D
five-shot,RC_Result,33,Medium,0.98,Incorrect,,e,D
five-shot,RC_Result,39,Medium,6.46,Incorrect,,b,E
five-shot,RC_Result,40,Medium,0.72,Incorrect,,c,B
five-shot,RC_Result,42,Medium,0.74,Incorrect,,a,E
five-shot,RC_Result,44,Medium,0.75,Incorrect,,b,A
five-shot,RC_Result,45,Medium,3.44,Incorrect,,c,A
five-shot,RC_Result,46,Medium,0.85,Incorrect,,b,A
five-shot,CR,12,Challenging,0.75,Incorrect,,b,C
five-shot,CR,14,Challenging,0.96,Incorrect,,c,D
five-shot,CR,17,Medium,0.72,Incorrect,,c,A
five-shot,CR,18,Medium,0.68,Incorrect,,b,A
five-shot,CR,23,Medium,0.99,Incorrect,,d,C
five-shot,CR,30,Medium,0.72,Incorrect,,b,A
five-shot,CR,31,Medium,0.81,Incorrect,,c,A
five-shot,CR,31,Medium,1.25,Incorrect,,b,D
five-shot,CR,33,Medium,0.8,Incorrect,,e,D
five-shot,CR,40,Medium,1.25,Incorrect,,c,B
five-shot,CR,42,Medium,1.02,Incorrect,,a,E
five-shot,CR,44,Medium,0.82,Incorrect,,b,A
five-shot,CR,45,Medium,0.79,Incorrect,,c,A
five-shot,CR,46,Medium,1.04,Incorrect,,b,A
chain-of-thought,RC_Result,1,Medium,5.63,Correct,,b,B
chain-of-thought,RC_Result,2,Medium,10.64,Correct,,d,D
chain-of-thought,RC_Result,4,Medium,18.6,Correct,,a,A
chain-of-thought,RC_Result,5,Medium,7.48,Correct,,c,C
chain-of-thought,RC_Result,6,Difficult,13.4,Correct,,b,B
chain-of-thought,RC_Result,7,Challenging,6.08,Correct,,b,B
chain-of-thought,RC_Result,9,Medium,5.49,Correct,,a,A
chain-of-thought,RC_Result,10,Medium,9.46,Correct,,a,A
chain-of-thought,RC_Result,11,Challenging,6.8,Correct,,c,C
chain-of-thought,RC_Result,13,Challenging,16.73,Correct,,c,C
chain-of-thought,RC_Result,16,Medium,6.18,Correct,,b,B
chain-of-thought,RC_Result,20,Medium,6.68,Correct,,c,C
chain-of-thought,RC_Result,22,Medium,5.47,Correct,,e,E
chain-of-thought,RC_Result,24,Medium,10.4,Correct,,d,D
chain-of-thought,RC_Result,25,Medium,5.66,Correct,,a,A
chain-of-thought,RC_Result,26,Medium,5.24,Correct,,d,D
chain-of-thought,RC_Result,27,Medium,7.02,Correct,,b,B
chain-of-thought,RC_Result,28,Medium,7.75,Correct,,a,A
chain-of-thought,RC_Result,28,Medium,9.63,Correct,,d,D
chain-of-thought,RC_Result,29,Medium,7.57,Correct,,c,C
chain-of-thought,RC_Result,32,Medium,5.21,Correct,,e,E
chain-of-thought,RC_Result,35,Medium,7.24,Correct,,c,C
chain-of-thought,RC_Result,36,Medium,8.62,Correct,,b,B
chain-of-thought,RC_Result,37,Medium,6.47,Correct,,d,D
chain-of-thought,RC_Result,38,Medium,6.99,Correct,,c,C
chain-of-thought,RC_Result,41,Medium,8.43,Correct,,b,B
chain-of-thought,RC_Result,42,Medium,7.57,Correct,,a,A
chain-of-thought,RC_Result,43,Medium,9.24,Correct,,c,C
chain-of-thought,RC_Result,47,Medium,8.63,Correct,,b,B
chain-of-thought,RC_Result,48,Medium,5.75,Correct,,c,C
chain-of-thought,CR,1,Medium,13.28,Correct,,b,B
chain-of-thought,CR,2,Medium,6.4,Correct,,d,D
chain-of-thought,CR,4,Medium,6.22,Correct,,a,A
chain-of-thought,CR,5,Medium,7.91,Correct,,c,C
chain-of-thought,CR,7,Challenging,13.06,Correct,,b,B
chain-of-thought,CR,8,Challenging,6.89,Correct,,c,C
chain-of-thought,CR,9,Medium,5.43,Correct,,a,A
chain-of-thought,CR,11,Challenging,8.5,Correct,,c,C
chain-of-thought,CR,13,Challenging,12.5,Correct,,c,C
chain-of-thought,CR,15,Medium,7.08,Correct,,a,A
chain-of-thought,CR,16,Medium,8.23,Correct,,b,B
chain-of-thought,CR,18,Medium,8.73,Correct,,a,A
chain-of-thought,CR,20,Medium,7.04,Correct,,c,C
chain-of-thought,CR,22,Medium,11.24,Correct,,e,E
chain-of-thought,CR,24,Medium,14.14,Correct,,d,D
chain-of-thought,CR,25,Medium,11.84,Correct,,a,A
chain-of-thought,CR,26,Medium,7.52,Correct,,d,D
chain-of-thought,CR,27,Medium,7.68,Correct,,b,B
chain-of-thought,CR,28,Medium,9.27,Correct,,a,A
chain-of-thought,CR,28,Medium,8.25,Correct,,d,D
chain-of-thought,CR,29,Medium,12.18,Correct,,c,C
chain-of-thought,CR,32,Medium,8.94,Correct,,e,E
chain-of-thought,CR,35,Medium,8.34,Correct,,c,C
chain-of-thought,CR,37,Medium,12.6,Correct,,d,D
chain-of-thought,CR,38,Medium,9.19,Correct,,c,C
chain-of-thought,CR,41,Medium,6.28,Correct,,b,B
chain-of-thought,CR,42,Medium,9.01,Correct,,a,A
chain-of-thought,CR,43,Medium,9.93,Correct,,c,C
chain-of-thought,CR,47,Medium,10.66,Correct,,b,B
chain-of-thought,CR,48,Medium,6.56,Correct,,c,C
chain-of-thought,RC_Result,3,Medium,6.64,Incorrect,,c,A
chain-of-thought,RC_Result,8,Challenging,8.88,Incorrect,,c,B
chain-of-thought,RC_Result,12,Challenging,7.25,Incorrect,,b,C
chain-of-thought,RC_Result,14,Challenging,6.92,Incorrect,,c,E
chain-of-thought,RC_Result,15,Medium,13.25,Incorrect,,a,E
chain-of-thought,RC_Result,17,Medium,6.63,Incorrect,,c,A
chain-of-thought,RC_Result,18,Medium,6.58,Incorrect,,b,E
chain-of-thought,RC_Result,18,Medium,9.55,Incorrect,,a,E
chain-of-thought,RC_Result,21,Medium,5.73,Incorrect,,d,B
chain-of-thought,RC_Result,23,Medium,5.75,Incorrect,,d,C
chain-of-thought,RC_Result,30,Medium,6.8,Incorrect,,b,A
chain-of-thought,RC_Result,31,Medium,7.51,Incorrect,,c,A
chain-of-thought,RC_Result,31,Medium,8.2,Incorrect,,b,D
chain-of-thought,RC_Result,33,Medium,9.54,Incorrect,,e,D
chain-of-thought,RC_Result,34,Medium,5.25,Incorrect,,c,D
chain-of-thought,RC_Result,39,Medium,9.05,Incorrect,,b,E
chain-of-thought,RC_Result,40,Medium,5.4,Incorrect,,c,B
chain-of-thought,RC_Result,44,Medium,7.23,Incorrect,,b,A
chain-of-thought,RC_Result,45,Medium,5.86,Incorrect,,c,E
chain-of-thought,RC_Result,46,Medium,6.62,Incorrect,,b,A
chain-of-thought,CR,3,Medium,7.71,Incorrect,,c,A
chain-of-thought,CR,6,Difficult,7.45,Incorrect,,b,E
chain-of-thought,CR,10,Medium,7.51,Incorrect,,a,D
chain-of-thought,CR,12,Challenging,7.04,Incorrect,,b,C
chain-of-thought,CR,14,Challenging,6.01,Incorrect,,c,D
chain-of-thought,CR,17,Medium,5.8,Incorrect,,c,A
chain-of-thought,CR,18,Medium,6.94,Incorrect,,b,A
chain-of-thought,CR,21,Medium,8.2,Incorrect,,d,B
chain-of-thought,CR,23,Medium,6.62,Incorrect,,d,C
chain-of-thought,CR,30,Medium,7.21,Incorrect,,b,A
chain-of-thought,CR,31,Medium,7.89,Incorrect,,c,A
chain-of-thought,CR,31,Medium,6.16,Incorrect,,b,D
chain-of-thought,CR,33,Medium,7.49,Incorrect,,e,D
chain-of-thought,CR,34,Medium,9.22,Incorrect,,c,D
chain-of-thought,CR,36,Medium,10.6,Incorrect,,b,C
chain-of-thought,CR,39,Medium,5.96,Incorrect,,b,E
chain-of-thought,CR,40,Medium,13.77,Incorrect,,c,B
chain-of-thought,CR,44,Medium,8.21,Incorrect,,b,A
chain-of-thought,CR,45,Medium,8.35,Incorrect,,c,E
chain-of-thought,CR,46,Medium,6.49,Incorrect,,b,A
