Strategy,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,expression_of_ideas,N/A,Medium,0.61,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Hard,0.9,Correct,,A,A
zero-shot,expression_of_ideas,N/A,Easy,0.99,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Hard,1.07,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,0.26,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,5.88,Correct,,A,A
zero-shot,expression_of_ideas,N/A,Medium,0.42,Correct,,C,C
zero-shot,expression_of_ideas,N/A,Medium,0.28,Correct,,A,A
zero-shot,expression_of_ideas,N/A,Medium,0.49,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,0.36,Correct,,C,C
zero-shot,expression_of_ideas,N/A,Medium,35.69,Correct,,C,C
zero-shot,expression_of_ideas,N/A,Medium,0.73,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,28.34,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,41.55,Correct,,C,C
zero-shot,expression_of_ideas,N/A,Medium,0.41,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,35.89,Correct,,A,A
zero-shot,expression_of_ideas,N/A,Medium,0.39,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,0.81,Correct,,B,B
zero-shot,expression_of_ideas,N/A,Medium,38.68,Correct,,D,D
zero-shot,expression_of_ideas,N/A,Medium,0.33,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.92,Correct,,A,A
zero-shot,algebra,N/A,Easy,4.22,Correct,,C,C
zero-shot,algebra,N/A,Medium,3.82,Correct,,B,B
zero-shot,algebra,N/A,Medium,3.73,Correct,,A,A
zero-shot,algebra,N/A,Easy,1.38,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.54,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.93,Correct,,A,A
zero-shot,algebra,N/A,Hard,0.69,Correct,,A,A
zero-shot,algebra,N/A,Easy,0.84,Correct,,A,A
zero-shot,algebra,N/A,Medium,5.36,Correct,,9,9
zero-shot,algebra,N/A,Medium,1.06,Correct,,C,C
zero-shot,algebra,N/A,Medium,0.77,Correct,,30,30
zero-shot,algebra,N/A,Medium,2.43,Correct,,2,2
zero-shot,algebra,N/A,Medium,0.72,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.42,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.39,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.39,Correct,,A,A
zero-shot,algebra,N/A,Medium,4.71,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.73,Correct,,D,D
zero-shot,algebra,N/A,Medium,5.33,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.67,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.3,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.94,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.36,Correct,,A,A
zero-shot,algebra,N/A,Medium,0.86,Correct,,A,A
zero-shot,algebra,N/A,Medium,4.33,Correct,,C,C
zero-shot,algebra,N/A,Medium,0.6,Correct,,B,B
zero-shot,algebra,N/A,Medium,0.42,Correct,,B,B
zero-shot,algebra,N/A,Medium,4.06,Correct,,C,C
zero-shot,algebra,N/A,Medium,11.98,Correct,,C,C
zero-shot,algebra,N/A,Medium,0.84,Correct,,C,C
zero-shot,conventions,17,Hard,0.84,Correct,,d,D
zero-shot,conventions,22,Medium,1.19,Correct,,d,D
zero-shot,conventions,26,Medium,0.68,Correct,,d,D
zero-shot,conventions,29,Medium,0.83,Correct,,d,D
zero-shot,conventions,23,Easy,17.93,Correct,,b,B
zero-shot,conventions,19,Hard,12.01,Correct,,d,D
zero-shot,conventions,6,Easy,0.81,Correct,,c,C
zero-shot,conventions,28,Medium,0.82,Correct,,a,A
zero-shot,conventions,12,Medium,0.81,Correct,,d,D
zero-shot,conventions,9,Easy,0.94,Correct,,d,D
zero-shot,conventions,31,Easy,1.94,Correct,,a,A
zero-shot,conventions,32,Hard,10.04,Correct,,d,D
zero-shot,conventions,34,Easy,11.26,Correct,,a,A
zero-shot,conventions,35,Easy,0.73,Correct,,a,A
zero-shot,conventions,38,Hard,0.89,Correct,,d,D
zero-shot,conventions,39,Easy,0.88,Correct,,b,B
zero-shot,conventions,41,Easy,11.95,Correct,,b,B
zero-shot,conventions,43,Easy,1.04,Correct,,b,B
zero-shot,conventions,45,Easy,0.87,Correct,,a,A
zero-shot,conventions,46,Easy,1.16,Correct,,b,B
zero-shot,conventions,47,Hard,0.77,Correct,,d,D
zero-shot,advanced_math,9,Medium,16.33,Correct,"(2x + 5)² − (x − 2) + 2(x + 3)

Which of the following is equivalent to the expression above?",A,A
zero-shot,advanced_math,16,Medium,0.83,Correct,Which of the following is an equivalent form of \((1.5x - 2.4)^2 - (5.2x^2 - 6.4)\)?,C,C
zero-shot,advanced_math,11,Medium,0.78,Correct,Which of the following expressions is equivalent to x² − 5?,C,C
zero-shot,advanced_math,8,Hard,6.83,Correct,"(ax + 3)(5x² − bx + 4) = 20x³ − 9x² − 2x + 12

The equation above is true for all x, where a and b are constants. What is the value of ab?",C,C
zero-shot,advanced_math,12,Easy,14.62,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
zero-shot,advanced_math,10,Medium,16.9,Correct,Which of the following is equivalent to the expression x⁴ − x² − 6?,B,B
zero-shot,advanced_math,21,Medium,0.27,Correct,A system of equations consists of a quadratic equation and a linear equation. The equations in this system are graphed in the xy-plane shown in img123.png. How many solutions does this system have?,C,C
zero-shot,advanced_math,30,Easy,1.33,Correct,"The given equation relates the variables r, s, and t. Which equation correctly expresses s in terms of r and t?

6r = 7s + t",D,D
zero-shot,advanced_math,38,Medium,3.86,Correct,"What is the solution to the equation below?

(2(x + 1))/(x + 5) = 1 − 1/(x + 5)",B,B
zero-shot,advanced_math,40,Medium,17.03,Correct,"If the ordered pair (x, y) satisfies the system of equations below, what is one possible value of x?

y = x² − 4x + 4
y = 4 − x","['A', 'D']",D
zero-shot,advanced_math,37,Medium,0.58,Correct,"What is the product of the solutions to the given equation?

(x − 4)(x + 2)(x − 1) = 0",D,D
zero-shot,advanced_math,28,Hard,20.96,Correct,"In the xy-plane, a line with equation 2y = 4.5 intersects a parabola at exactly one point. If the parabola has equation y = -4x² + bx, where b is a positive constant, what is the value of b?",C,C
zero-shot,advanced_math,42,Medium,0.99,Correct,"A rectangle has a length that is 15 times its width. The function y = (15w)(w) represents this situation, where y is the area, in square feet, of the rectangle and y > 0. Which of the following is the best interpretation of 15w in this context?",A,A
zero-shot,advanced_math,45,Hard,2.24,Correct,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,A
zero-shot,advanced_math,46,Easy,0.96,Correct,"The graph shows the height above ground, in meters, of a ball x seconds after the ball was launched upward from a platform. Which statement is the best interpretation of the marked point (1.0, 4.8) in this context?",A,A
zero-shot,advanced_math,47,Hard,15.4,Correct,"The given function ( f(x) = 9,000(0.66)^x ) models the number of advertisements a company sent to its clients each year, where ( x ) represents the number of years since 1997, and ( 0 leq x leq 5 ). If ( y = f(x) ) is graphed in the xy-plane, which of the following is the best interpretation of the y-intercept of the graph in this context?",D,D
zero-shot,reading_comp,N/A,Medium,0.26,Incorrect,,D,B
zero-shot,reading_comp,N/A,Hard,0.24,Incorrect,,C,D
zero-shot,reading_comp,N/A,Hard,11.01,Incorrect,,D,C
zero-shot,reading_comp,N/A,Hard,0.28,Incorrect,,D,A
zero-shot,reading_comp,N/A,Medium,11.48,Incorrect,,A,C
zero-shot,expression_of_ideas,N/A,Medium,0.68,Incorrect,,A,D
zero-shot,expression_of_ideas,N/A,Medium,22.83,Incorrect,,A,D
zero-shot,expression_of_ideas,N/A,Medium,0.39,Incorrect,,B,A
zero-shot,expression_of_ideas,N/A,Medium,0.55,Incorrect,,B,A
zero-shot,expression_of_ideas,N/A,Medium,0.45,Incorrect,,D,A
zero-shot,expression_of_ideas,N/A,Medium,1.16,Incorrect,,B,A
zero-shot,expression_of_ideas,N/A,Medium,0.96,Incorrect,,D,A
zero-shot,algebra,N/A,Hard,1.57,Incorrect,,D,C
zero-shot,algebra,N/A,Easy,0.31,Incorrect,,40,B
zero-shot,algebra,N/A,Easy,1.48,Incorrect,,21,C
zero-shot,algebra,N/A,Medium,0.68,Incorrect,,B,C
zero-shot,algebra,N/A,Hard,1.51,Incorrect,,D,B
zero-shot,algebra,N/A,Medium,0.43,Incorrect,,2,D
zero-shot,algebra,N/A,Easy,1.55,Incorrect,,1/5,B
zero-shot,algebra,N/A,Easy,0.35,Incorrect,,35,C
zero-shot,algebra,N/A,Hard,5.96,Incorrect,,C,A
zero-shot,algebra,N/A,Hard,4.63,Incorrect,,16/17,C
zero-shot,algebra,N/A,Easy,0.67,Incorrect,,D,B
zero-shot,algebra,N/A,Easy,0.35,Incorrect,,A,11
zero-shot,algebra,N/A,Easy,0.23,Incorrect,,C,D
zero-shot,algebra,N/A,Hard,0.62,Incorrect,,A,D
zero-shot,algebra,N/A,Hard,1.98,Incorrect,,A,D
zero-shot,algebra,N/A,Medium,0.34,Incorrect,,A,C
zero-shot,algebra,N/A,Hard,0.75,Incorrect,,A,B
zero-shot,algebra,N/A,Hard,5.06,Incorrect,,D,A
zero-shot,algebra,N/A,Medium,6.49,Incorrect,,2.6,3.6
zero-shot,algebra,N/A,Easy,4.51,Incorrect,,The object is moving at a rate of 16 inches per second.,C
zero-shot,algebra,N/A,Medium,0.62,Incorrect,,x: 0 → 39; 1 → 39; 2 → 39,B
zero-shot,algebra,N/A,Medium,0.73,Incorrect,,D,C
zero-shot,algebra,N/A,Medium,0.69,Incorrect,,241,A
zero-shot,algebra,N/A,Medium,0.35,Incorrect,,8,A
zero-shot,algebra,N/A,Medium,0.62,Incorrect,,2.00,C
zero-shot,algebra,N/A,Medium,4.29,Incorrect,,D,A
zero-shot,algebra,N/A,Medium,0.42,Incorrect,,11,C
zero-shot,algebra,N/A,Medium,0.45,Incorrect,,3/17,B
zero-shot,algebra,N/A,Medium,0.36,Incorrect,,33,B
zero-shot,algebra,N/A,Medium,0.75,Incorrect,,-2,C
zero-shot,algebra,N/A,Medium,0.76,Incorrect,,"{'x': -17, 'y': 0}",C
zero-shot,algebra,N/A,Medium,0.75,Incorrect,,5,B
zero-shot,algebra,N/A,Medium,0.33,Incorrect,,"{'choice': 'A', 'value': '−1/3'}",A
zero-shot,algebra,N/A,Medium,1.75,Incorrect,,"['1/2', '0.5']",C
zero-shot,algebra,N/A,Medium,0.65,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,0.26,Incorrect,,A,D
zero-shot,algebra,N/A,Medium,6.0,Incorrect,,C,D
zero-shot,algebra,N/A,Medium,5.37,Incorrect,,B,C
zero-shot,algebra,N/A,Medium,5.92,Incorrect,,74,14
zero-shot,algebra,N/A,Medium,5.98,Incorrect,,A,B
zero-shot,algebra,N/A,Medium,0.85,Incorrect,,3/2,C
zero-shot,algebra,N/A,Medium,4.85,Incorrect,,3/2,C
zero-shot,algebra,N/A,Medium,0.35,Incorrect,,3/2,B
zero-shot,algebra,N/A,Medium,1.0,Incorrect,,3/2,D
zero-shot,algebra,N/A,Medium,0.42,Incorrect,,3/2,B
zero-shot,algebra,N/A,Medium,0.68,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,0.85,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,1.77,Incorrect,,C,B
zero-shot,algebra,N/A,Medium,0.45,Incorrect,,8,B
zero-shot,algebra,N/A,Medium,5.99,Incorrect,,D,B
zero-shot,algebra,N/A,Medium,6.0,Incorrect,,C,D
zero-shot,algebra,N/A,Medium,0.93,Incorrect,,D,B
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,sat_reading,N/A,N/A,0,Incorrect,,,
zero-shot,conventions,27,Easy,1.41,Incorrect,,d,C
zero-shot,conventions,13,Hard,0.9,Incorrect,,d,B
zero-shot,conventions,16,Hard,0.63,Incorrect,,b,C
zero-shot,conventions,18,Hard,7.14,Incorrect,,d,A
zero-shot,conventions,24,Easy,0.9,Incorrect,,b,D
zero-shot,conventions,25,Hard,17.13,Incorrect,,a,D
zero-shot,conventions,11,Easy,0.51,Incorrect,,d,C
zero-shot,conventions,30,Medium,0.67,Incorrect,,c,D
zero-shot,conventions,15,Easy,2.05,Incorrect,,d,B
zero-shot,conventions,21,Hard,17.39,Incorrect,,c,D
zero-shot,conventions,33,Medium,0.73,Incorrect,,d,C
zero-shot,conventions,36,Medium,0.64,Incorrect,,d,B
zero-shot,conventions,37,Hard,0.43,Incorrect,,a,C
zero-shot,conventions,40,Easy,14.57,Incorrect,,a,D
zero-shot,conventions,42,Medium,11.94,Incorrect,,d,C
zero-shot,conventions,44,Easy,0.67,Incorrect,,b,A
zero-shot,conventions,48,Easy,0.82,Incorrect,,c,D
zero-shot,conventions,49,Hard,0.89,Incorrect,,d,C
zero-shot,conventions,50,Easy,0.8,Incorrect,,a,C
zero-shot,advanced_math,4,Easy,0.89,Incorrect,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,C
zero-shot,advanced_math,17,Hard,17.57,Incorrect,"For what value of x is the given expression \( \sqrt[5]{70n \left( \sqrt[6]{70n} \right)^2} \) equivalent to \((70n)^{30x}\), where \(n > 1\)?",4/225,C
zero-shot,advanced_math,13,Easy,0.68,Incorrect,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,C
zero-shot,advanced_math,7,Easy,0.25,Incorrect,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,C
zero-shot,advanced_math,20,Easy,2.74,Incorrect,Which expression is equivalent to \( 20w - (4w + 3w) \)?,B,C
zero-shot,advanced_math,35,Hard,5.8,Incorrect,"In the xy-plane, a line with equation 2y = c for some constant c intersects a parabola at exactly one point. If the parabola has equation y = −2x² + 9x, what is the value of c?",B,C
zero-shot,advanced_math,33,Medium,0.57,Incorrect,"The given equation relates the positive numbers m, n, and p. Which equation correctly gives n in terms of m and p?

7m = 5(n + p)",B,A
zero-shot,advanced_math,29,Hard,0.61,Incorrect,"Which ordered pair is a solution to the system of equations below?

x − y = 1
x + y = x² − 3",A,C
zero-shot,advanced_math,32,Easy,3.33,Incorrect,"The graphs of the given equations in the xy-plane intersect at the point (x, y). What is a possible value of x?

y = 76
y = x^2 - 5",B,D
zero-shot,advanced_math,43,Hard,0.55,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,C
zero-shot,advanced_math,44,Hard,0.78,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
five-shot,reading_comp,N/A,Hard,0.99,Correct,,D,D
five-shot,reading_comp,N/A,Easy,1.16,Correct,,A,A
five-shot,reading_comp,N/A,Hard,1.07,Correct,,B,B
five-shot,reading_comp,N/A,Medium,11.05,Correct,,A,A
five-shot,reading_comp,N/A,Medium,0.57,Correct,,B,B
five-shot,reading_comp,N/A,Medium,11.33,Correct,,D,D
five-shot,reading_comp,N/A,Medium,12.03,Correct,,A,A
five-shot,reading_comp,N/A,Medium,0.31,Correct,,B,B
five-shot,reading_comp,N/A,Easy,0.43,Correct,,D,D
five-shot,reading_comp,N/A,Medium,13.66,Correct,,C,C
five-shot,reading_comp,N/A,Easy,0.96,Correct,,A,A
five-shot,reading_comp,N/A,Medium,8.66,Correct,,B,B
five-shot,reading_comp,N/A,Hard,0.51,Correct,,C,C
five-shot,reading_comp,N/A,Medium,2.22,Correct,,A,A
five-shot,reading_comp,N/A,Easy,1.35,Correct,,D,D
five-shot,reading_comp,N/A,Hard,0.44,Correct,,D,D
five-shot,reading_comp,N/A,Medium,0.51,Correct,,C,C
five-shot,reading_comp,N/A,Easy,0.48,Correct,,D,D
five-shot,reading_comp,N/A,Hard,0.77,Correct,,C,C
five-shot,reading_comp,N/A,Easy,1.06,Correct,,D,D
five-shot,reading_comp,N/A,Medium,6.33,Correct,,A,A
five-shot,reading_comp,N/A,Medium,0.95,Correct,,D,D
five-shot,reading_comp,N/A,Hard,11.62,Correct,,D,D
five-shot,reading_comp,N/A,Easy,0.52,Correct,,A,A
five-shot,reading_comp,N/A,Medium,1.15,Correct,,B,B
five-shot,reading_comp,N/A,Easy,0.78,Correct,,C,C
five-shot,reading_comp,N/A,Medium,9.0,Correct,,D,D
five-shot,reading_comp,N/A,Medium,11.98,Correct,,A,A
five-shot,reading_comp,N/A,Easy,1.11,Correct,,A,A
five-shot,reading_comp,N/A,Easy,0.9,Correct,,A,A
five-shot,reading_comp,N/A,Medium,0.42,Correct,,D,D
five-shot,reading_comp,N/A,Hard,0.52,Correct,,B,B
five-shot,reading_comp,N/A,Medium,12.31,Correct,,B,B
five-shot,reading_comp,N/A,Medium,0.29,Correct,,B,B
five-shot,reading_comp,N/A,Medium,0.33,Correct,,D,D
five-shot,reading_comp,N/A,Medium,0.82,Correct,,B,B
five-shot,reading_comp,N/A,Medium,9.73,Correct,,B,B
five-shot,reading_comp,N/A,Medium,0.82,Correct,,B,B
five-shot,reading_comp,N/A,Medium,1.4,Correct,,B,B
five-shot,reading_comp,N/A,Medium,0.52,Correct,,B,B
five-shot,reading_comp,N/A,Medium,4.12,Correct,,A,A
five-shot,reading_comp,N/A,Medium,0.75,Correct,,A,A
five-shot,reading_comp,N/A,Medium,0.74,Correct,,B,B
five-shot,reading_comp,N/A,Medium,0.27,Correct,,D,D
five-shot,reading_comp,N/A,Medium,10.2,Correct,,B,B
five-shot,reading_comp,N/A,Medium,0.27,Correct,,C,C
five-shot,reading_comp,N/A,Medium,0.64,Correct,,D,D
five-shot,reading_comp,N/A,Medium,0.51,Correct,,D,D
five-shot,reading_comp,N/A,Medium,0.44,Correct,,A,A
five-shot,reading_comp,N/A,Medium,0.71,Correct,,C,C
five-shot,reading_comp,N/A,Medium,1.19,Correct,,D,D
five-shot,reading_comp,N/A,Medium,7.88,Correct,,A,A
five-shot,expression_of_ideas,N/A,Easy,41.37,Correct,,A,A
five-shot,expression_of_ideas,N/A,Easy,1.4,Correct,,D,D
five-shot,expression_of_ideas,N/A,Medium,1.02,Correct,,B,B
five-shot,expression_of_ideas,N/A,Medium,1.12,Correct,,D,D
five-shot,expression_of_ideas,N/A,Easy,0.79,Correct,,A,A
five-shot,expression_of_ideas,N/A,Medium,0.41,Correct,,A,A
five-shot,expression_of_ideas,N/A,Easy,0.45,Correct,,A,A
five-shot,expression_of_ideas,N/A,Hard,0.55,Correct,,D,D
five-shot,expression_of_ideas,N/A,Hard,0.98,Correct,,A,A
five-shot,expression_of_ideas,N/A,Easy,35.29,Correct,,D,D
five-shot,expression_of_ideas,N/A,Medium,36.06,Correct,,B,B
five-shot,expression_of_ideas,N/A,Medium,0.67,Correct,,A,A
five-shot,expression_of_ideas,N/A,Medium,0.52,Correct,,D,D
five-shot,expression_of_ideas,N/A,Medium,1.01,Correct,,D,D
five-shot,expression_of_ideas,N/A,Medium,3.48,Correct,,B,B
five-shot,expression_of_ideas,N/A,Hard,0.38,Correct,,A,A
five-shot,expression_of_ideas,N/A,Easy,0.79,Correct,,D,D
five-shot,expression_of_ideas,N/A,Hard,1.22,Correct,,B,B
five-shot,expression_of_ideas,N/A,Medium,27.88,Correct,,D,D
five-shot,expression_of_ideas,N/A,Medium,41.98,Correct,,A,A
five-shot,expression_of_ideas,N/A,Medium,1.07,Correct,,A,A
five-shot,expression_of_ideas,N/A,Medium,33.39,Correct,,D,D
five-shot,expression_of_ideas,N/A,Medium,2.05,Correct,,A,A
